label,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,Transfer,WIG,nSigma,ENet,L1,L2,LogReg
1,6.8119625138156765,4.122680643376621,2.1604395877799414,12.30688555226085,70.48630639830569,0.1000091583556499,5.846299766355217,1.3135467861770045,-1.0768153667449951,1.6583888244628913,0.4052077840714878,0.3839484779787473,0.3811312278051305,0.3825538848406892,0.3806093841241535
1,9.882456045734918,5.421055462710651,1.3814112211132477,14.46286717106302,71.54977540430183,0.0681106286450781,8.090696576506863,0.3768360233503673,-0.8885618448257446,0.7899901771545416,0.2170357180714637,0.5626989586197084,0.5650126973660614,0.5636169235520571,0.5652399749023438
1,10.595366125322307,6.143289793811585,2.900473042412,16.86076244386139,81.55203239963056,0.0911369711998724,8.197470852523939,3.717055577326015,-0.8718644380569458,3.096256179809568,0.5152707732920635,0.38007578995749336,0.3770332552358143,0.3789143384964121,0.37677582419560046
1,8.997519974225648,4.586488149962858,2.369982664585881,7.943988087495964,80.82780040946962,0.0794124964638898,7.205760504997593,1.146417592078893,-0.6249560117721558,1.4755659675598145,0.3385878899309443,0.5543250667084383,0.5554221603505304,0.5546537991080678,0.5554506549231942
1,7.628223919788588,3.2309476068050365,1.9126598703171416,4.518263848980928,60.66675470566873,0.1066086762879352,5.430999342452368,2.2613477981277423,-0.6017252206802368,2.0500038719177245,0.4755363075652312,0.5659108493354138,0.5618096307675791,0.5646507768886644,0.561678301178578
0,10.046652519566308,5.594165978658249,1.9757839410187903,10.374601654917305,81.20853521035235,0.1177976054993101,8.100742370510993,2.321303722096109,-1.0760986804962158,2.4175984382629387,0.4817990994279783,0.4559190868378463,0.45492539461688397,0.455371264387679,0.45470396793751783
1,8.61710585472117,4.187179689717323,1.1962078919141337,9.53035723201699,81.81111029348317,0.0608835683743559,6.671195705665856,0.3833515093702708,-0.7671281099319458,0.9229640769958488,0.2189039485054663,0.5471911342931745,0.5480959053253904,0.5476181183681934,0.5482422445012517
1,9.54306003709928,5.073785536007337,2.354749460665392,5.806038527484613,70.90080864060177,0.1166877070586911,8.15676567597939,0.8573546966771491,-0.7538682222366333,0.9937100028991692,0.3273672816343191,0.6257525841109189,0.6291552454345853,0.6268192949165234,0.6292658770047123
1,9.525303099498624,5.144371248841465,1.68318700385213,8.976939228969238,83.73009006100118,0.0884391044922115,7.579392950443311,1.6234846871627544,-0.8731920123100281,1.932748031616212,0.424720128393426,0.47819647620588096,0.4770709671300346,0.4777803183179509,0.4769826295324845
1,10.728125295911546,6.338218858140253,2.1154836524759397,14.375855794073392,70.94366012406957,0.1085097492501362,8.648683754231708,3.4293365542075414,-0.9296758770942688,2.9163300514221198,0.5583528172798289,0.43895280801622805,0.4361339219343929,0.4378949344046901,0.4358962016849627
1,13.953850052226828,9.534391871381438,3.2940637263292096,16.167615263301446,82.48674538168399,0.1903702473615317,12.162090582998772,7.694878209942842,-0.615699291229248,4.124688968658448,0.9329764072094148,0.41193614654000227,0.4107100878434933,0.4114774529760942,0.4106232064864474
0,11.817257730643508,7.320125848029766,1.6580152976114753,14.46286717106302,78.68890537686259,0.0916335132958735,10.207819818209408,1.0949218109911834,-1.1138240098953247,1.786529788970948,0.3699530056289554,0.47592527244360694,0.47777446424229675,0.4763431936698,0.47770509501205183
0,8.0085772917965,4.348110959964559,2.0822714369067827,10.624392853657689,81.80563979793956,0.0930310697196222,6.51544440077312,1.0127873353179075,-0.8954052925109863,1.5149021148681634,0.355806712857892,0.45598310892217386,0.4553418854845086,0.4555163864016508,0.4551037582582075
0,11.24133213192541,6.894624387074014,1.836759710564507,14.781320902181555,81.99316441138859,0.1080931651171218,9.161890590245571,2.352428867142896,-0.7674064040184021,2.400750408172608,0.5422671005997524,0.415676982426588,0.4129334424323508,0.41473457769195254,0.4127753872000625
0,8.956180545807177,5.294494854077158,1.932092323912005,12.948739438433243,71.09553591714865,0.0643817319105862,7.463047654783796,1.0331868783949332,-0.3828553557395935,1.348052425384522,0.3593721744923591,0.5049686365380308,0.5035533986690075,0.5044870029835418,0.5034648727621223
0,9.446158630904828,5.076382565217105,1.4205288738013302,13.725268227932242,66.01677478968618,0.0587461015576934,7.836720718470728,0.3356257154183196,-0.7416278719902039,0.8631421089172372,0.2048248384041592,0.608623097570783,0.6114351379112777,0.6096380655941016,0.6116276097274368
1,8.653057750160361,4.274391988479234,1.6990792918107436,5.823440256947393,71.77664535304743,0.0854025001047537,7.043619837726259,0.7152529993400831,-0.5570409297943115,1.0667141151428223,0.2990094060686225,0.6182935484170184,0.6197806672136447,0.6188207183483713,0.6198743583931894
1,11.313429421458643,6.914778644743894,2.0696658809081536,13.459565062199236,82.69625945321032,0.1559597843266922,8.828522771670643,6.3402495511507,-0.4519682824611664,3.7224019241333006,0.5368362519576533,0.3373351592451622,0.33208683980884846,0.3352819214307885,0.33161038995386327
1,9.448086129400757,5.008531259733684,1.21641190338824,11.577558715123402,73.70246109298277,0.0491806607405386,7.838648216966655,0.1644740807988912,-0.2045975625514984,0.5825120830535886,0.1282474486291603,0.6472051366287264,0.6505354076159955,0.6484210463830724,0.6507848237624221
