conv_id,turn_id,maxidf,num_terms
-4469503464110108318,1,16.86076244386139,6
4790842463458965203,1,12.612267201812033,7
-6631915997977101143,1,7.160799655770321,5
-3098213414945179817,1,8.77897823692639,5
-927805218867163489,1,6.043447190222594,6
-8765341210106443690,1,10.202751397990642,6
-8984315366060644345,1,9.93615004781283,6
-3359151041540098032,1,9.892853242059507,7
6601536662148726350,1,13.970390685965226,7
-4757397641844293607,1,15.069002974633337,5
-6857918454805495301,1,11.327372955133871,5
-4132174036373265970,1,7.867707813715258,5
1561260788294720798,1,12.968942145750765,7
-3609553841261159056,1,15.4744680827415,4
128788970421661020,1,5.349268002316945,6
4722519916015127979,1,15.4744680827415,7
-1911980845281550523,1,8.016426111112459,8
-8524801800420428358,1,4.9349594110675445,9
4776000106366522865,1,14.375855794073392,6
4723481094198751540,1,14.08817372162161,7
-7461719336882424985,1,14.295813086399855,7
6629199459601104475,1,8.148166956112668,5
-1688500492894023725,1,5.341954315733007,6
-4920697783415402962,1,16.86076244386139,5
-4950316745090894056,1,7.679747901267038,6
-8652199953083038138,1,15.4744680827415,8
7030758716024791080,1,5.743178503828476,7
1237920926774398276,1,8.191191572024271,8
4737873499269724327,1,6.331470159235623,5
4123548744340087331,1,8.381894366766822,6
-3430387669519489370,1,8.370940449241285,7
6389345907245133102,1,14.027549099805176,7
7063169977317265636,1,16.167615263301446,6
-1672733591597131629,1,9.020055992111992,6
3459755935653104243,1,12.612267201812033,7
-7563488770313519534,1,12.9895614329535,6
3630976503357786326,1,5.441170114336271,5
5998037098651415370,1,14.46286717106302,8
7208068189874944399,1,15.4744680827415,7
-3713688239328074547,1,14.781320902181555,6
2034739379280412436,1,16.167615263301446,6
8651809831547260844,1,8.799275576990064,7
1533477128984345682,1,14.375855794073392,8
-5492391637682725131,1,16.167615263301446,7
-2558199766533138150,1,13.916323464694951,12
-6363994615218497826,1,12.612267201812033,7
3855307908076704970,1,14.152712242759181,5
4063304367414770942,1,4.5204080622847425,6
-4110639543763413474,1,8.225075358397365,7
