conv_id,turn_id,simplified_clarity,num_terms
-4469503464110108318,1,8.372912435291092,6
4790842463458965203,1,8.672139935281438,7
-6631915997977101143,1,6.351192120377947,5
-3098213414945179817,1,5.913408475179216,5
-927805218867163489,1,6.285997786494764,6
-8765341210106443690,1,8.076152822681614,6
-8984315366060644345,1,7.414036587184077,6
-3359151041540098032,1,6.720610970715383,7
6601536662148726350,1,9.687849914398171,7
-4757397641844293607,1,7.910231372188036,5
-6857918454805495301,1,9.149595596645366,5
-4132174036373265970,1,6.410193255713239,5
1561260788294720798,1,6.071374510728571,7
-3609553841261159056,1,8.730756030444368,4
128788970421661020,1,6.381917567614688,6
4722519916015127979,1,7.8061217066391215,7
-1911980845281550523,1,7.333186565968417,8
-8524801800420428358,1,5.647696782601655,9
4776000106366522865,1,9.441941404408404,6
4723481094198751540,1,7.870811877106176,7
-7461719336882424985,1,8.523575537217052,7
6629199459601104475,1,8.323218757550103,5
-1688500492894023725,1,6.160367791360397,6
-4920697783415402962,1,11.031584731029842,5
-4950316745090894056,1,7.609069524937203,6
-8652199953083038138,1,10.43076830084522,8
7030758716024791080,1,6.013062092132994,7
1237920926774398276,1,7.200791125870826,8
4737873499269724327,1,7.5509481337171485,5
4123548744340087331,1,8.15823999131462,6
-3430387669519489370,1,7.35374380034941,7
6389345907245133102,1,7.319092023464236,7
7063169977317265636,1,7.778953704953095,6
-1672733591597131629,1,8.913675293537185,6
3459755935653104243,1,8.551215106666588,7
-7563488770313519534,1,8.752874980057504,6
3630976503357786326,1,5.421847586076684,5
5998037098651415370,1,6.735013399495289,8
7208068189874944399,1,8.0299932361646,7
-3713688239328074547,1,10.307336903958653,6
2034739379280412436,1,9.04727002555688,6
8651809831547260844,1,6.6291595794050595,7
1533477128984345682,1,10.699095616590546,8
-5492391637682725131,1,11.703069540753338,7
-2558199766533138150,1,8.51489874232464,12
-6363994615218497826,1,8.2477981364648,7
3855307908076704970,1,10.46825214793503,5
4063304367414770942,1,6.065269073341934,6
-4110639543763413474,1,6.273412039678165,7
5150378125952226530,1,5.572721965862333,8
-229557364858904345,1,6.550471415666078,5
-6875166619428307308,1,6.78884551901114,11
5693531505008967478,1,9.731875159364717,6
7754002205765507756,1,8.851712329006304,5
-3944861237014469052,1,7.877260873535213,9
-2590664031903851316,1,7.991734635455533,8
3204171409264914923,1,8.576508186058176,6
3240942651859718397,1,7.665398975683096,6
2094392886389474592,1,8.134455206830665,5
4113432615092381478,1,6.575773429172688,5
-1617571755505770769,1,8.606013219701854,7
-5968852733411945019,1,8.002921693066527,6
9118807424034544000,1,6.852239041349706,5
6915912596627348551,1,5.725804726464366,7
1332897475571730747,1,8.347201178947577,5
-4283713808554560002,1,10.24321899982269,5
1109919554091311092,1,10.656535796554042,5
8505647719348789352,1,13.605302639403272,5
-8086186598590428328,1,8.31633235672991,6
2217144977440365678,1,7.797572691593048,7
3141501970999254639,1,7.716784609578772,7
6267368935580291991,1,7.887573946183476,7
2375410666129136218,1,8.597717094945056,5
-1120514028652364195,1,9.508115362359986,5
369553729358573631,1,9.88700121416947,7
-3521200059945079578,1,7.615472054424677,6
-228017844504433803,1,11.660795028049566,5
-6567021105969776914,1,7.600952202042848,7
3191215928530494096,1,8.137416658452521,7
-2071940157427414850,1,9.653785410431526,9
-3800524559144424177,1,9.707151004513621,5
-6839117089970381436,1,9.218605369445934,5
-4490620988150231901,1,8.025702442714094,7
1022217780810569079,1,8.493897222241742,5
-862554052027960093,1,6.846793834831454,6
-3516190339598522976,1,9.206024512325254,7
-7748524737773999409,1,8.91257249572153,5
3388798511401254812,1,8.83196449825123,9
1459126538041943679,1,12.221857111624889,4
-8834069158837396685,1,7.282011414777351,5
-1757904552409029500,1,9.632948357789642,6
1004431282200370974,1,9.308617480096899,7
8184930622224282678,1,5.980045111909354,6
8631327196287980755,1,12.27073396811267,6
-2593355371932719161,1,10.40525444689006,5
2837484115382116119,1,7.7228743846697645,6
7199599312216372048,1,7.793221724408879,7
-8850169184954446631,1,9.845730115538597,5
-3897740693502172696,1,7.416945053606096,8
-3471432714621884410,1,7.672105682139581,6
6373189865465953269,1,7.366937022602074,7
8092598956660291215,1,7.159794381749849,5
62966941368680868,1,8.178061357877777,7
5133876537670324411,1,8.616824583091002,7
8932763630388059887,1,7.77440438412367,8
8923681797804610584,1,8.159422575861075,5
-2938945366077744797,1,6.695491862934006,8
3527566788119942912,1,10.376634895228106,5
618489770509518870,1,12.098156620984549,5
-652117253746563674,1,7.868127849816311,4
-2633917229646894638,1,7.4122231061817825,7
-5955439966878959532,1,11.46494838813276,9
-586025167603300600,1,6.429749719081335,7
4647818796298534404,1,8.093440867277154,6
-7869146853815250428,1,6.515270938846126,6
7125146488385376967,1,9.500611228194742,8
-6760592683069308709,1,7.22074927713629,6
-2701905006672196275,1,6.254012623198604,8
-4268291779673036451,1,7.085758583849606,6
6635381132510830269,1,10.118075554781974,4
6906756762659846441,1,8.735936349898308,7
41813383673449160,1,7.640456602766092,6
5736313144411923989,1,7.389154431072598,8
2437211415582489495,1,7.768060775380528,5
4121961896432917626,1,7.1971368361690224,7
3624155410679767933,1,6.4960237603924655,6
5277039265479571506,1,7.1218302460163025,6
-3139712300447252950,1,6.9513978039557704,7
-2433903014343400592,1,7.938152451452458,7
8509594427725708011,1,7.899161667592558,7
637466759495656530,1,7.015337391005421,6
4388511442090327281,1,8.047116437490967,7
4017581325391763586,1,6.567882427124764,10
-970242290152935238,1,6.69409309201219,9
-3051966899537699923,1,6.344348171677777,7
9031064052174526065,1,7.979085406875089,5
5024251034005721621,1,4.466237866560357,8
-2931155045227159791,1,9.887776450129715,6
5872845962420620183,1,6.059501627109731,6
3366606900654441491,1,11.802361075589559,6
3475414091580580387,1,6.817114565677865,4
8704046441982292961,1,6.698064689326056,8
5297174100764498711,1,7.376073780436264,8
2461403814842235149,1,7.8829905647970255,7
8874155628093512783,1,8.853241397538168,7
-3987085921377590111,1,7.290015866922884,7
-5252654481641015122,1,8.648107506866772,9
4935647557411468240,1,5.387960782193581,7
6655612156292942474,1,10.633474349581796,6
380411544211116045,1,8.536177514879911,12
-1632922854823814808,1,7.073950624544236,8
-554190377840485201,1,5.2727280783503,5
-1418263699326033825,1,5.460563386871418,6
-3646009549730386860,1,10.122134330077895,6
-3326481077280280719,1,6.746675175873643,9
-568636936416150712,1,5.503872566332557,6
7769061837730635466,1,9.418572264011765,5
5163503063546066409,1,8.334423277455876,6
2948006481997108356,1,6.6106731789671205,5
797823664220494096,1,6.179294854301133,7
8396894601969104271,1,7.721091005080531,7
2422605926552012591,1,8.254877700684176,5
4813380737845046147,1,7.344473300494068,7
1686977533775896988,1,8.591077669635858,7
-4346356527042289819,1,6.595174196217158,6
6378807296590501467,1,9.878894908310217,7
7550329590348463483,1,9.146434972661027,6
1696585547939608356,1,9.170247011066873,7
8363516192822112952,1,7.53244275705544,6
5478464760366680266,1,10.819563752278206,6
-8299256126645328547,1,11.066349415455798,4
-8464915571535251869,1,7.323165768205124,6
-8763258719371316497,1,6.688560732755242,6
-8904648380591290777,1,10.191896983792285,7
-728768458666744436,1,9.201777679628881,5
2995876440875242696,1,7.135446570264698,6
-1251861966227806623,1,9.497061807059305,6
-5430273720359931869,1,8.824999212150928,6
3695029494455379112,1,7.168334706485167,6
-8006692048920844364,1,8.251379747484066,7
6954936211200105249,1,8.748753595477663,6
-4481052241158868613,1,7.8537216452944865,8
-6634850103100431616,1,12.134762398989253,5
-927048542854377552,1,7.514043251016637,9
203297497300361195,1,8.51326528076121,4
-3661606786861813940,1,9.345477852381197,6
-4143857525450521403,1,9.915693463188042,7
-8404586620134690138,1,8.948360926446352,5
3146777178148103274,1,8.420330860666969,5
115077217083176926,1,8.969291092646642,7
8973682585519362105,1,11.8604038131451,5
6047412176533222353,1,7.6118441964553725,8
-9145444956854203798,1,5.512879820460563,7
-6756588901320178787,1,6.508656540194743,6
1122093401567504279,1,7.985770738820548,5
2073074609229633831,1,8.520176929206604,6
-5606483767330508671,1,8.556384782889669,5
-2272541011654488615,1,6.398079381375031,8
5209515645518416566,1,8.485273903362636,7
-7767434984453717074,1,6.580741211529593,7
3284639783860060066,1,7.269177876644247,8
-4308074884061672266,1,9.438771830813824,7
4974147851677899891,1,8.959781725217075,5
-932371469263280005,1,13.739347705363048,5
5784342317088859362,1,7.941577701497223,9
-5578465777857048645,1,7.986831750845186,6
4670287927517272250,1,7.363371470799564,8
4394564786039551261,1,6.168320897405345,7
5682950440236868221,1,10.237004054906794,5
4641553220402437726,1,7.224966631147375,5
-5724957780921801472,1,6.107399239300011,7
-5996210673527091732,1,6.496731155711629,5
4823183553732390526,1,11.352404927057709,7
-52876016653618605,1,6.385112067720078,6
-7913382513546697336,1,9.491284149595101,9
-3208944849716715606,1,9.466780993299817,6
1658357540970432708,1,7.593677771341678,6
-6217974543811358526,1,9.110389750495006,6
492252655024560173,1,7.488424117175592,6
-5581375458577113243,1,8.605397565155684,7
1637515241316099858,1,11.112928815719858,6
-3537532053383034652,1,7.413278604759348,4
-2213251210295764680,1,10.456073654813501,6
7376381286915541708,1,8.054567231760613,5
8114659481467544272,1,7.890203944375269,9
7992170711337834995,1,6.839774191735373,9
2311982577891843851,1,6.4661070965392025,6
-3255331908536048481,1,10.753954465160591,4
6276482112902957109,1,9.435091727476259,6
-3492262109875250492,1,10.325599918356195,6
-925775284284035443,1,7.337584835557216,6
3813385908531273720,1,11.394626187278595,5
6920948055273145126,1,7.073219254756348,9
6537143104580856755,1,7.720956885748899,8
4830900147895398824,1,8.263910658919416,5
8723544795981752146,1,7.628376689493063,7
724530900234537693,1,7.220687526980936,8
4419645678340736053,1,12.879429993777112,6
469539246049376780,1,9.515614207799484,7
-1416392984804670341,1,6.205650829282913,7
5560549200308095313,1,8.229299939666747,6
-902297629425929896,1,11.100077714059797,6
-7785048784558843022,1,7.776684475869537,7
-2969814010229912942,1,10.117458536842333,5
5338386416975298022,1,7.216525964334985,7
-7066694553500887612,1,7.015193561966575,8
9037508307964370135,1,9.929193414436037,5
-3904324028477250548,1,8.467463503097362,7
