conv_id,turn_id,avgictf,num_terms
-4469503464110108318,1,10.164671904519146,6
4790842463458965203,1,10.61805008433675,7
-6631915997977101143,1,7.6387424503252275,5
-3098213414945179817,1,7.200958805126495,5
-927805218867163489,1,8.07775725572282,6
-8765341210106443690,1,9.867912291909668,6
-8984315366060644345,1,8.907169478207457,6
-3359151041540098032,1,8.666521119770696,7
6601536662148726350,1,11.633760063453488,7
-4757397641844293607,1,9.519669284622136,5
-6857918454805495301,1,10.759033509079467,5
-4132174036373265970,1,7.697743585660518,5
1561260788294720798,1,7.739297495633127,7
-3609553841261159056,1,9.770476801284286,4
128788970421661020,1,8.173677036842744,6
4722519916015127979,1,9.752031855694437,7
-1911980845281550523,1,9.412628107648253,8
-8524801800420428358,1,7.690888653146776,9
4776000106366522865,1,11.233700873636458,6
4723481094198751540,1,9.81672202616149,7
-7461719336882424985,1,10.469485686272366,7
6629199459601104475,1,9.932656669984203,5
-1688500492894023725,1,7.952127260588452,6
-4920697783415402962,1,12.641022643463941,5
-4950316745090894056,1,9.400828994165257,6
-8652199953083038138,1,12.510209842525057,8
7030758716024791080,1,7.958972241188308,7
1237920926774398276,1,9.280232667550662,8
4737873499269724327,1,9.160386046151249,5
4123548744340087331,1,9.949999460542676,6
-3430387669519489370,1,9.101611897816168,7
6389345907245133102,1,9.26500217251955,7
7063169977317265636,1,9.272086595976475,6
-1672733591597131629,1,10.705434762765243,6
3459755935653104243,1,10.497125255721901,7
-7563488770313519534,1,10.54463444928556,6
3630976503357786326,1,6.7093979160239625,5
5998037098651415370,1,8.814454941175123,8
7208068189874944399,1,9.975903385219913,7
-3713688239328074547,1,12.09909637318671,6
2034739379280412436,1,10.839029494784937,6
8651809831547260844,1,8.575069728460372,7
1533477128984345682,1,12.778537158270382,8
-5492391637682725131,1,13.648979689808654,7
-2558199766533138150,1,10.999805392112641,12
-6363994615218497826,1,10.193708285520113,7
3855307908076704970,1,12.07769006036913,5
4063304367414770942,1,7.8570285425699895,6
-4110639543763413474,1,8.21932218873348,7
5150378125952226530,1,7.652163507542168,8
-229557364858904345,1,8.159909328100179,5
-6875166619428307308,1,8.750759833118897,11
5693531505008967478,1,11.523634628592774,6
7754002205765507756,1,10.461150241440404,5
-3944861237014469052,1,9.766420037289235,9
-2590664031903851316,1,10.071176177135367,8
3204171409264914923,1,10.368267655286234,6
3240942651859718397,1,9.457158444911153,6
2094392886389474592,1,9.743893119264763,5
4113432615092381478,1,7.863323759119967,5
-1617571755505770769,1,10.55192336875717,7
-5968852733411945019,1,9.794681162294584,6
9118807424034544000,1,8.139789371296985,5
6915912596627348551,1,7.3937277113689195,7
1332897475571730747,1,9.956639091381678,5
-4283713808554560002,1,11.85265691225679,5
1109919554091311092,1,12.265973708988142,5
8505647719348789352,1,15.214740551837371,5
-8086186598590428328,1,10.108091825957963,6
2217144977440365678,1,9.743482840648364,7
3141501970999254639,1,9.662694758634087,7
6267368935580291991,1,9.83348409523879,7
2375410666129136218,1,10.207155007379155,5
-1120514028652364195,1,11.117553274794085,5
369553729358573631,1,11.832911363224783,7
-3521200059945079578,1,9.407231523652731,6
-228017844504433803,1,13.270232940483666,5
-6567021105969776914,1,9.54686235109816,7
3191215928530494096,1,10.083326807507834,7
-2071940157427414850,1,11.851009987767746,9
-3800524559144424177,1,11.31658891694772,5
-6839117089970381436,1,10.828043281880033,5
-4490620988150231901,1,9.971612591769409,7
1022217780810569079,1,10.103335134675842,5
-862554052027960093,1,8.638553304059512,6
-3516190339598522976,1,11.151934661380569,7
-7748524737773999409,1,10.522010408155632,5
3388798511401254812,1,11.02918907558745,9
1459126538041943679,1,13.60815147274478,4
-8834069158837396685,1,8.614190454987472,5
-1757904552409029500,1,11.424707827017698,6
1004431282200370974,1,11.254527629152212,7
8184930622224282678,1,7.77180458113741,6
8631327196287980755,1,14.062493437340727,6
-2593355371932719161,1,12.01469235932416,5
2837484115382116119,1,9.283584793711173,6
7199599312216372048,1,9.73913187346419,7
-8850169184954446631,1,11.455168027972697,5
-3897740693502172696,1,9.496386595285932,8
-3471432714621884410,1,9.165238573162961,6
6373189865465953269,1,9.034860007506628,7
8092598956660291215,1,8.49197342195997,5
62966941368680868,1,10.123971506933088,7
5133876537670324411,1,10.364692680557763,7
8932763630388059887,1,9.853845925803505,8
8923681797804610584,1,9.768860488295173,5
-2938945366077744797,1,8.77493340461384,8
3527566788119942912,1,11.986072807662207,5
618489770509518870,1,13.707594533418648,5
-652117253746563674,1,9.254422210936202,4
-2633917229646894638,1,9.160091203648543,7
-5955439966878959532,1,13.66217296546898,9
-586025167603300600,1,8.37565986813665,7
4647818796298534404,1,9.885200336505209,6
-7869146853815250428,1,8.307030408074182,6
7125146488385376967,1,11.3201225771646,8
-6760592683069308709,1,9.012508746364345,6
-2701905006672196275,1,8.333454164878441,8
-4268291779673036451,1,8.87751805307766,6
6635381132510830269,1,11.504369915901867,4
6906756762659846441,1,10.681846498953622,7
41813383673449160,1,9.432216071994148,6
5736313144411923989,1,9.468595972752432,8
2437211415582489495,1,9.377498687814628,5
4121961896432917626,1,9.143046985224336,7
3624155410679767933,1,8.287783229620521,6
5277039265479571506,1,8.913589715244358,6
-3139712300447252950,1,8.897307953011083,7
-2433903014343400592,1,9.884062600507772,7
8509594427725708011,1,9.567084652497112,7
637466759495656530,1,8.807096860233477,6
4388511442090327281,1,9.993026586546282,7
4017581325391763586,1,8.501579574707415,10
-970242290152935238,1,8.89131766934841,9
-3051966899537699923,1,8.290258320733091,7
9031064052174526065,1,9.588523319309187,5
5024251034005721621,1,6.025819022820234,8
-2931155045227159791,1,11.679535919357773,6
5872845962420620183,1,7.851261096337787,6
3366606900654441491,1,13.594120544817615,6
3475414091580580387,1,7.856835336517783,4
8704046441982292961,1,8.517576038295912,8
5297174100764498711,1,9.455515322116101,8
2461403814842235149,1,9.828900713852338,7
8874155628093512783,1,10.799151546593482,7
-3987085921377590111,1,9.235926015978198,7
-5252654481641015122,1,10.357059955906054,9
4935647557411468240,1,7.055883767098136,7
6655612156292942474,1,12.425233818809852,6
380411544211116045,1,10.814008610518913,12
-1632922854823814808,1,9.153392166224073,8
-554190377840485201,1,6.56027840829758,5
-1418263699326033825,1,6.953696277894797,6
-3646009549730386860,1,11.913893799305951,6
-3326481077280280719,1,8.943899753209863,9
-568636936416150712,1,6.997005457355937,6
7769061837730635466,1,11.028010176445864,5
5163503063546066409,1,10.126182746683932,6
2948006481997108356,1,7.898223508914401,5
797823664220494096,1,7.569230675054929,7
8396894601969104271,1,9.667001154135844,7
2422605926552012591,1,9.864315613118276,5
4813380737845046147,1,9.290383449549381,7
1686977533775896988,1,10.536987818691172,7
-4346356527042289819,1,8.088307087240537,6
6378807296590501467,1,11.824805057365529,7
7550329590348463483,1,10.938194441889083,6
1696585547939608356,1,11.116157160122187,7
8363516192822112952,1,9.324202226283495,6
5478464760366680266,1,12.611323221506261,6
-8299256126645328547,1,12.45264377657569,4
-8464915571535251869,1,9.11492523743318,6
-8763258719371316497,1,8.480320201983298,6
-8904648380591290777,1,12.137807132847598,7
-728768458666744436,1,10.81121559206298,5
2995876440875242696,1,8.628579461288078,6
-1251861966227806623,1,11.28882127628736,6
-5430273720359931869,1,10.318132103174309,6
3695029494455379112,1,8.960094175713222,6
-8006692048920844364,1,10.197289896539377,7
6954936211200105249,1,10.540513064705717,6
-4481052241158868613,1,9.933163186974323,8
-6634850103100431616,1,13.744200311423352,5
-927048542854377552,1,9.711267828352858,9
203297497300361195,1,9.899559641881101,4
-3661606786861813940,1,11.137237321609254,6
-4143857525450521403,1,11.861603612243355,7
-8404586620134690138,1,10.55779883888045,5
3146777178148103274,1,10.029768773101068,5
115077217083176926,1,10.915201241701956,7
8973682585519362105,1,13.469841725579201,5
6047412176533222353,1,9.69128573813521,8
-9145444956854203798,1,7.1808028053651185,7
-6756588901320178787,1,8.300416009422799,6
1122093401567504279,1,9.595208651254648,5
2073074609229633831,1,10.311936398434659,6
-5606483767330508671,1,10.165822695323767,5
-2272541011654488615,1,8.477520923054868,8
5209515645518416566,1,10.15319688826719,7
