conv_id,turn_id,avgictf,num_terms
food_level3_dial26,1,11.58890769163288,5
food_level3_dial26,2,8.192193399344044,7
food_level3_dial26,3,9.346040338631871,6
food_level3_dial26,4,12.719219922650282,3
food_level3_dial26,5,6.502108269757562,5
food_level3_dial26,6,10.479016977365255,9
hobby_level1_dial16,1,8.566915861099286,4
hobby_level1_dial16,2,10.29417764158097,7
hobby_level1_dial16,3,11.026201479995354,7
hobby_level1_dial16,4,9.035536526788224,16
hobby_level1_dial16,5,6.51622194275192,6
hobby_level1_dial16,6,7.707227981091512,11
top25_dial5,1,12.75263389210783,8
top25_dial5,2,10.468591618543206,12
top25_dial5,3,9.922130095190708,12
food_level2_dial36,1,10.875898155735808,5
food_level2_dial36,2,10.158623146930186,5
food_level2_dial36,3,12.02070780492768,6
food_level2_dial36,4,13.826337100635117,7
food_level2_dial36,5,9.276360677334283,5
food_level3_dial27,1,9.818909013335748,9
food_level3_dial27,2,4.762863456631382,3
food_level3_dial27,3,6.586678288814459,6
food_level3_dial27,4,12.75326986082228,7
food_level3_dial27,5,7.799155199705038,7
food_level3_dial27,6,10.322115876460193,5
food_level2_dial37,1,9.347784947554116,9
food_level2_dial37,2,10.596400070895703,6
food_level2_dial37,3,13.886553239222758,6
food_level2_dial37,4,9.884179050285365,8
food_level2_dial37,5,8.538771637740734,7
food_level2_dial37,6,10.934653804809164,6
food_level2_dial12,1,11.603823344617814,12
food_level2_dial12,2,12.279257598023218,7
food_level2_dial12,3,11.741169305888189,7
food_level2_dial12,4,10.50133410500049,8
food_level2_dial12,5,8.6466009228354,7
food_level2_dial12,6,9.069252421600831,7
hobby_level2_dial2,1,8.072820531755022,7
hobby_level2_dial2,2,10.312259815238127,9
hobby_level2_dial2,3,7.966704197701342,5
hobby_level2_dial2,4,9.995147480084825,8
hobby_level2_dial2,5,11.64324262178859,7
hobby_level2_dial2,6,11.198965923367334,7
hobby_level3_dial33,1,9.460112718486013,8
hobby_level3_dial33,2,12.269716417613594,10
hobby_level3_dial33,3,11.059479685780056,7
hobby_level3_dial33,4,11.441698513691929,9
hobby_level3_dial33,5,11.000244745647448,6
hobby_level3_dial33,6,6.942852429387786,8
food_level1_dial1,1,10.556605252257548,8
food_level1_dial1,2,11.49194047469702,7
hobby_level1_dial17,1,8.687233941238505,7
hobby_level1_dial17,2,8.80776949724932,5
hobby_level1_dial17,3,5.760712671186,5
hobby_level1_dial17,4,7.315820478423658,5
hobby_level1_dial17,5,9.602058210995532,10
hobby_level1_dial17,6,6.322274366655797,6
top25_dial23,1,10.575943638190928,8
top25_dial23,2,10.98536696890662,8
top25_dial23,3,9.084345954499762,8
top25_dial23,4,9.713817536702257,13
top25_dial23,5,7.786659272166148,7
top25_dial23,6,10.757584600275884,10
food_level3_dial28,1,10.48733733517982,5
food_level3_dial28,2,11.449143176184686,4
food_level3_dial28,3,11.939702790934708,8
food_level3_dial28,4,11.62852676719369,9
food_level3_dial28,5,9.55755194168616,4
food_level3_dial28,6,9.87470847885735,4
hobby_level2_dial20,1,9.924433574825747,5
hobby_level2_dial20,2,8.015400782568808,8
hobby_level2_dial20,3,11.187220547923795,6
hobby_level2_dial20,4,10.039872086292439,5
hobby_level2_dial20,5,9.790673760033197,5
hobby_level2_dial20,6,11.038786122404268,8
top25_dial50,1,10.413206080671097,8
top25_dial50,2,11.860426072353192,7
top25_dial50,3,12.965659072995999,7
top25_dial50,4,12.316984112714463,9
top25_dial50,5,13.556598658343914,7
top25_dial50,6,9.257765391162545,6
hobby_level3_dial34,1,11.465788158925164,6
hobby_level3_dial34,2,10.485359687130382,7
hobby_level3_dial34,3,15.814417829307766,5
hobby_level3_dial34,4,9.485968627684676,7
hobby_level3_dial34,5,13.856278785288909,6
hobby_level3_dial34,6,12.367547554460502,6
food_level1_dial10,1,10.38271193905644,6
food_level1_dial10,2,12.790106852565927,8
food_level1_dial10,3,10.633777962989301,3
food_level1_dial10,4,12.278368992984749,4
food_level1_dial10,5,10.414315805721149,11
food_level1_dial10,6,10.458399073310732,3
food_level2_dial38,1,11.192813164005903,5
food_level2_dial38,2,10.805241937760798,3
food_level2_dial38,3,14.844830338410432,4
food_level2_dial38,4,9.470842517393487,5
food_level2_dial38,5,7.781406733834287,13
food_level2_dial38,6,12.592436109672883,5
food_level2_dial38,7,9.544307816489994,6
top25_dial24,1,10.577311823639956,8
top25_dial24,2,10.120004469168629,14
top25_dial24,3,11.430766806269745,10
top25_dial24,4,10.916387969988856,6
top25_dial24,5,10.454627469169498,11
top25_dial24,6,13.53109453467947,7
food_level3_dial29,1,9.017037467314937,6
food_level3_dial29,2,8.783130089958739,9
food_level3_dial29,3,12.84271639290289,5
food_level3_dial29,4,8.985109812392134,6
food_level3_dial29,5,12.615008464203923,5
food_level3_dial29,6,10.367719343143207,5
hobby_level2_dial9,1,8.65383141814039,5
hobby_level2_dial9,2,7.5086800099429825,9
hobby_level2_dial9,3,9.246908321633654,8
hobby_level2_dial9,4,8.832086165128752,8
hobby_level2_dial9,5,10.901579510601897,5
top25_dial51,1,12.050029433867634,7
top25_dial51,2,8.34906860886492,11
top25_dial51,3,8.505437287926249,10
top25_dial51,4,10.056459207326718,4
top25_dial51,5,11.169996972760444,6
top25_dial51,6,9.61818913728165,5
hobby_level3_dial35,1,12.878603688123848,7
hobby_level3_dial35,2,9.356136404759475,4
hobby_level3_dial35,3,11.184232610589937,9
hobby_level3_dial35,4,13.025905615919708,11
hobby_level3_dial35,5,12.705827257514525,5
hobby_level3_dial35,6,11.26876472645103,12
hobby_level3_dial35,7,10.281092344562234,8
food_level1_dial11,1,9.0068694781931,8
food_level1_dial11,2,10.435910872782872,8
food_level1_dial11,3,15.579544324148243,7
food_level1_dial11,4,14.882330738980299,6
food_level1_dial11,5,9.888700774740084,10
food_level1_dial11,6,11.131190018519908,5
hobby_level2_dial21,1,14.198894090089583,8
hobby_level2_dial21,2,12.009959196200008,9
hobby_level2_dial21,3,11.870552596368402,7
hobby_level2_dial21,4,11.96947689385584,4
food_level2_dial4,1,9.85785116586949,8
food_level2_dial4,2,7.867405331828491,5
food_level2_dial4,3,12.071981676904747,5
food_level2_dial4,4,9.930594734767634,5
food_level2_dial4,5,8.667790484056138,10
