conv_id,turn_id,simplified_clarity,num_terms
food_level3_dial26,1,9.979469779198782,5
food_level3_dial26,2,6.524270414439489,7
food_level3_dial26,3,7.554280869403818,6
food_level3_dial26,4,11.620607633982171,3
food_level3_dial26,5,5.214557939810282,5
food_level3_dial26,6,8.525928464177504,9
hobby_level1_dial16,1,7.180621499979394,4
hobby_level1_dial16,2,8.348267492525656,7
hobby_level1_dial16,3,9.08029133094004,7
hobby_level1_dial16,4,6.349591202118438,16
hobby_level1_dial16,5,5.023089051728539,6
hobby_level1_dial16,6,5.527323187638447,11
top25_dial5,1,10.673192350427994,8
top25_dial5,2,8.190760522904206,12
top25_dial5,3,7.437223445402708,12
food_level2_dial36,1,9.58834782578853,5
food_level2_dial36,2,8.871072816982904,5
food_level2_dial36,3,10.228948335699624,6
food_level2_dial36,4,11.880426951579803,7
food_level2_dial36,5,7.988810347387002,5
food_level3_dial27,1,8.109956564296464,9
food_level3_dial27,2,4.030455264185974,3
food_level3_dial27,3,5.09354539779108,6
food_level3_dial27,4,10.807359711766965,7
food_level3_dial27,5,6.131232214800483,7
food_level3_dial27,6,9.034565546512914,5
food_level2_dial37,1,7.150560370217895,9
food_level2_dial37,2,8.804640601667646,6
food_level2_dial37,3,12.094793769994704,6
food_level2_dial37,4,8.06466770131551,8
food_level2_dial37,5,6.592861488685418,7
food_level2_dial37,6,9.142894335581108,6
food_level2_dial12,1,9.118916694829815,12
food_level2_dial12,2,10.333347448967903,7
food_level2_dial12,3,9.795259156832872,7
food_level2_dial12,4,8.421892563320654,8
food_level2_dial12,5,7.256665102081605,7
food_level2_dial12,6,7.401329436696276,7
hobby_level2_dial2,1,6.404897546850468,7
hobby_level2_dial2,2,8.115035237901905,9
hobby_level2_dial2,3,6.679153867754062,5
hobby_level2_dial2,4,8.17563613111497,8
hobby_level2_dial2,5,9.69733247273328,7
hobby_level2_dial2,6,9.25305577431202,7
hobby_level3_dial33,1,7.3806711768061755,8
hobby_level3_dial33,2,9.967131324619547,10
hobby_level3_dial33,3,9.391556700875501,7
hobby_level3_dial33,4,9.244473936355709,9
hobby_level3_dial33,5,9.208485276419392,6
hobby_level3_dial33,6,5.643201465837888,8
food_level1_dial1,1,8.477163710577713,8
food_level1_dial1,2,9.546030325641707,7
hobby_level1_dial17,1,7.019310956333949,7
hobby_level1_dial17,2,7.520219167302038,5
hobby_level1_dial17,3,4.795049923725539,5
hobby_level1_dial17,4,6.028270148476377,5
hobby_level1_dial17,5,7.668361063412879,10
hobby_level1_dial17,6,5.127768053837093,6
top25_dial23,1,8.49650209651109,8
top25_dial23,2,8.905925427226782,8
top25_dial23,3,7.0049044128199265,8
top25_dial23,4,7.148868179240721,13
top25_dial23,5,5.840749123110833,7
top25_dial23,6,8.454999507281837,10
food_level3_dial28,1,8.877899422745722,5
food_level3_dial28,2,10.409422405344769,4
food_level3_dial28,3,9.860261249254872,8
food_level3_dial28,4,9.43130218985747,9
food_level3_dial28,5,8.517831170846241,4
food_level3_dial28,6,8.488414117737461,4
hobby_level2_dial20,1,8.314995662391647,5
hobby_level2_dial20,2,6.195889433598951,8
hobby_level2_dial20,3,9.395461078695739,6
hobby_level2_dial20,4,8.43043417385834,5
hobby_level2_dial20,5,8.181235847599098,5
hobby_level2_dial20,6,9.219274773434412,8
top25_dial50,1,8.593694731701241,8
top25_dial50,2,9.914515923297879,7
top25_dial50,3,11.019748923940684,7
top25_dial50,4,10.119759535378245,9
top25_dial50,5,11.610688509288599,7
top25_dial50,6,7.46600592193449,6
hobby_level3_dial34,1,9.67402868969711,6
hobby_level3_dial34,2,8.539449538075067,7
hobby_level3_dial34,3,14.204979916873668,5
hobby_level3_dial34,4,7.81804564278012,7
hobby_level3_dial34,5,12.064519316060853,6
hobby_level3_dial34,6,10.57578808523245,6
food_level1_dial10,1,8.590952469828386,6
food_level1_dial10,2,10.710665310886089,8
food_level1_dial10,3,9.535165674321192,3
food_level1_dial10,4,10.89207463186486,4
food_level1_dial10,5,8.016420532922776,11
food_level1_dial10,6,9.359786784642623,3
food_level2_dial38,1,9.905262834058622,5
food_level2_dial38,2,9.70662964909269,3
food_level2_dial38,3,13.458535977290541,4
food_level2_dial38,4,8.183292187446208,5
food_level2_dial38,5,5.413761173100561,13
food_level2_dial38,6,10.982998197238784,5
food_level2_dial38,7,7.752548347261938,6
top25_dial24,1,8.497870281960122,8
top25_dial24,2,7.48094713955337,14
top25_dial24,3,9.128181713275698,10
top25_dial24,4,9.124628500760801,6
top25_dial24,5,8.056732196371126,11
top25_dial24,6,11.585184385624157,7
food_level3_dial29,1,7.22527799808688,6
food_level3_dial29,2,6.585905512622517,9
food_level3_dial29,3,11.23327848046879,5
food_level3_dial29,4,7.1933503431640755,6
food_level3_dial29,5,11.005570551769825,5
food_level3_dial29,6,8.758281430709108,5
hobby_level2_dial9,1,7.3662810881931104,5
hobby_level2_dial9,2,5.555591496755233,9
hobby_level2_dial9,3,7.427396972663798,8
hobby_level2_dial9,4,7.012574816158895,8
hobby_level2_dial9,5,9.614029180654619,5
top25_dial51,1,10.10411928481232,7
top25_dial51,2,5.95117333606655,11
top25_dial51,3,6.433110704231607,10
top25_dial51,4,8.670164846206827,4
top25_dial51,5,9.37823750353239,6
top25_dial51,6,8.00875122484755,5
hobby_level3_dial35,1,10.932693539068536,7
hobby_level3_dial35,2,7.969842043639584,4
hobby_level3_dial35,3,8.987008033253717,9
hobby_level3_dial35,4,10.628010343121332,11
hobby_level3_dial35,5,11.096389345080427,5
hobby_level3_dial35,6,8.783858076663028,12
hobby_level3_dial35,7,8.201650802882398,8
food_level1_dial11,1,6.927427936513265,8
food_level1_dial11,2,8.616399523813014,8
food_level1_dial11,3,13.633634175092931,7
food_level1_dial11,4,13.090571269752243,6
food_level1_dial11,5,7.586115681746039,10
food_level1_dial11,6,9.521752106085808,5
hobby_level2_dial21,1,12.119452548409749,8
hobby_level2_dial21,2,9.812734618863786,9
hobby_level2_dial21,3,10.202629611463847,7
hobby_level2_dial21,4,10.583182532735947,4
food_level2_dial4,1,7.7784096241896545,8
food_level2_dial4,2,6.57985500188121,5
food_level2_dial4,3,10.462543764470649,5
food_level2_dial4,4,8.643044404820355,5
food_level2_dial4,5,6.734093336473488,10
food_level2_dial4,6,10.206982871709297,5
hobby_level3_dial1,1,9.084318171876907,5
hobby_level3_dial1,2,6.810706362425868,11
hobby_level3_dial1,3,6.6912417766080985,9
hobby_level3_dial1,4,8.291700213465976,10
hobby_level3_dial1,5,8.484888320010153,11
hobby_level3_dial1,6,9.9682615747121,4
hobby_level1_dial18,1,8.715241102029452,6
hobby_level1_dial18,2,7.688952244950232,6
hobby_level1_dial18,3,8.091021329674856,10
hobby_level1_dial18,4,8.598599437422251,5
hobby_level1_dial18,5,7.72682208754658,11
hobby_level1_dial18,6,11.683079939608792,5
food_level1_dial12,1,10.87845158087304,5
food_level1_dial12,2,12.16332655164904,5
food_level1_dial12,3,14.736977468415663,3
food_level1_dial12,4,9.414035411092062,9
food_level1_dial12,5,7.741671433681567,6
food_level1_dial12,6,15.58112492746422,3
top25_dial52,1,7.729495273000226,7
top25_dial52,2,6.6774583035076205,8
hobby_level3_dial36,1,8.130180998398446,8
hobby_level3_dial36,2,9.02724360771727,5
hobby_level3_dial36,3,8.457790492135752,7
food_level3_dial3,1,5.4924788653093986,7
food_level3_dial3,2,7.796966598722481,9
food_level3_dial3,3,8.698053463662799,6
food_level3_dial3,4,9.102505642359919,8
food_level3_dial3,5,6.191763161648911,8
food_level3_dial3,6,6.226508732555309,10
hobby_level2_dial22,1,10.757626501064312,4
hobby_level2_dial22,2,10.144310550804567,6
hobby_level2_dial22,3,8.8324450223109,8
hobby_level2_dial22,4,5.9898360139132105,8
hobby_level2_dial22,5,9.81507451507981,6
hobby_level2_dial22,6,9.669459210981874,8
food_level2_dial5,1,10.971987166843592,6
food_level2_dial5,2,13.106093034330975,7
food_level2_dial5,3,10.793566360110008,8
food_level1_dial13,1,7.813146415625061,8
