conv_id,turn_id,clarity,num_documents
-4469503464110108318,1,1.5843423373109595,100
4790842463458965203,1,1.6695417941079211,100
-6631915997977101143,1,1.2959953112865112,100
-3098213414945179817,1,2.3059076237399254,100
-927805218867163489,1,2.137648593236184,100
-8765341210106443690,1,2.4803148717744454,100
-8984315366060644345,1,2.251209329153371,100
-3359151041540098032,1,2.152622797801303,100
6601536662148726350,1,2.6340233326587468,100
-4757397641844293607,1,1.4654871988509428,100
-6857918454805495301,1,1.484412105161208,100
-4132174036373265970,1,2.258753334602742,100
1561260788294720798,1,1.7163877020058944,100
-3609553841261159056,1,1.2215110174397312,100
128788970421661020,1,1.2180862982486333,100
4722519916015127979,1,1.8339539173523596,100
-1911980845281550523,1,1.2850241235784507,100
-8524801800420428358,1,2.1839998895664965,100
4776000106366522865,1,1.0761679632328751,100
4723481094198751540,1,1.4450953018156583,100
-7461719336882424985,1,1.3893169796782296,100
6629199459601104475,1,1.4957155300612628,100
-1688500492894023725,1,3.364431545060904,100
-4920697783415402962,1,1.4397614743351144,100
-4950316745090894056,1,2.937671501347521,100
-8652199953083038138,1,1.5790094429613342,100
7030758716024791080,1,1.6454633024072134,100
1237920926774398276,1,1.5151637620634144,100
4737873499269724327,1,1.8841076422606462,100
4123548744340087331,1,2.731325195534918,100
-3430387669519489370,1,2.058051511336011,100
6389345907245133102,1,1.2690978470872858,100
7063169977317265636,1,1.4477547951836334,100
-1672733591597131629,1,1.4213590364203803,100
3459755935653104243,1,1.7762640460506556,100
-7563488770313519534,1,1.468586281804703,100
3630976503357786326,1,1.343010584046838,100
5998037098651415370,1,1.9310868597001603,100
7208068189874944399,1,1.8682745086831256,100
-3713688239328074547,1,1.6949910324567903,100
2034739379280412436,1,1.254223221727765,100
8651809831547260844,1,1.9444054857472028,100
1533477128984345682,1,1.8613123363980746,100
-5492391637682725131,1,3.453723132616187,100
-2558199766533138150,1,1.687247141457313,100
-6363994615218497826,1,1.5091000136479185,100
3855307908076704970,1,1.8641002210065734,100
4063304367414770942,1,1.64665489404824,100
-4110639543763413474,1,1.5319358083239343,100
5150378125952226530,1,1.7527845278056629,100
-229557364858904345,1,1.567414869120931,100
-6875166619428307308,1,1.5106185784553938,100
5693531505008967478,1,2.030509227092293,100
7754002205765507756,1,1.267985208974783,100
-3944861237014469052,1,1.8369763972780138,100
-2590664031903851316,1,1.65814174253349,100
3204171409264914923,1,1.8619122103561532,100
3240942651859718397,1,1.4090493011393228,100
2094392886389474592,1,2.1469772893643406,100
4113432615092381478,1,1.5829107500520323,100
-1617571755505770769,1,1.2630225537906206,100
-5968852733411945019,1,1.3066300883391684,100
9118807424034544000,1,1.171701820277643,100
6915912596627348551,1,1.3760664301322825,100
1332897475571730747,1,1.4441335515448093,100
-4283713808554560002,1,1.3096028718373176,100
1109919554091311092,1,1.3446073554711078,100
8505647719348789352,1,1.8701749024912988,100
-8086186598590428328,1,1.1487055550707315,100
2217144977440365678,1,1.62100629449206,100
3141501970999254639,1,1.3021256381880666,100
6267368935580291991,1,2.032105031760233,100
2375410666129136218,1,1.6305243388827237,100
-1120514028652364195,1,1.4334859147839205,100
369553729358573631,1,1.8878852069452714,100
-3521200059945079578,1,1.2563424561923757,100
-228017844504433803,1,1.479049613044039,100
-6567021105969776914,1,1.468444756287888,100
3191215928530494096,1,1.286709351057796,100
-2071940157427414850,1,1.5687082183852181,100
-3800524559144424177,1,1.4133742566069782,100
-6839117089970381436,1,1.4561899914419807,100
-4490620988150231901,1,1.2430297693677097,100
1022217780810569079,1,1.531810781449688,100
-862554052027960093,1,2.853073249121486,100
-3516190339598522976,1,1.3379777321584616,100
-7748524737773999409,1,1.527155371298351,100
3388798511401254812,1,1.6848392044365947,100
1459126538041943679,1,3.030430396449984,100
-8834069158837396685,1,1.0944052668153978,100
-1757904552409029500,1,1.4771237335488643,100
1004431282200370974,1,1.2483113590019956,100
8184930622224282678,1,1.2809397229539747,100
8631327196287980755,1,1.2785743415480961,100
-2593355371932719161,1,1.3509575771336495,100
2837484115382116119,1,1.472278919523705,100
7199599312216372048,1,1.8778883525037984,100
-8850169184954446631,1,3.665093444157451,100
-3897740693502172696,1,2.2669497833408605,100
-3471432714621884410,1,2.8640401038736316,100
6373189865465953269,1,2.376740638254091,100
8092598956660291215,1,1.261030043580601,100
62966941368680868,1,1.780691282761053,100
5133876537670324411,1,1.2319963703899808,100
8932763630388059887,1,1.3740250129942642,100
8923681797804610584,1,1.5169424793049602,100
-2938945366077744797,1,1.2867826581225015,100
3527566788119942912,1,3.007294345232421,100
618489770509518870,1,4.124292776879226,100
-652117253746563674,1,1.5239169013192209,100
-2633917229646894638,1,3.052183949822428,100
-5955439966878959532,1,2.4598456524323353,100
-586025167603300600,1,2.654722849143445,100
4647818796298534404,1,1.477195752531678,100
-7869146853815250428,1,1.5476182759815431,100
7125146488385376967,1,1.1092820689693097,100
-6760592683069308709,1,1.8901957105566722,100
-2701905006672196275,1,1.4121431171910184,100
-4268291779673036451,1,1.5992537365288517,100
6635381132510830269,1,2.0284956692008844,100
6906756762659846441,1,1.7526318752074708,100
41813383673449160,1,2.013662533260796,100
5736313144411923989,1,1.0467545152886497,100
2437211415582489495,1,3.1913939074419826,100
4121961896432917626,1,1.667553125574117,100
3624155410679767933,1,3.99503372186482,100
5277039265479571506,1,1.2728060289455045,100
-3139712300447252950,1,1.304879463522419,100
-2433903014343400592,1,2.9609879471991616,100
8509594427725708011,1,2.4047378224475326,100
637466759495656530,1,1.629700933457486,100
4388511442090327281,1,1.3061367117169789,100
4017581325391763586,1,1.7857808171058944,100
-970242290152935238,1,1.8111246651460753,100
-3051966899537699923,1,1.8934135464269424,100
9031064052174526065,1,1.9355632783243728,100
5024251034005721621,1,2.6341443782484424,100
-2931155045227159791,1,2.2840122658050563,100
5872845962420620183,1,3.0276772167371724,100
3366606900654441491,1,1.614260228050581,100
3475414091580580387,1,1.2484893841121787,100
8704046441982292961,1,1.3156485375916682,100
5297174100764498711,1,1.493107794555612,100
2461403814842235149,1,1.284504826867132,100
8874155628093512783,1,1.4557719072872108,100
-3987085921377590111,1,3.696861284012586,100
-5252654481641015122,1,1.6790103527804474,100
4935647557411468240,1,1.6480669165035229,100
6655612156292942474,1,1.1286702848663854,100
380411544211116045,1,1.273523267025755,100
-1632922854823814808,1,1.3977577233280356,100
-554190377840485201,1,1.7349016898934433,100
-1418263699326033825,1,2.4752865339533496,100
-3646009549730386860,1,1.7622545545237154,100
-3326481077280280719,1,1.189778370828692,100
-568636936416150712,1,1.138609568696733,100
7769061837730635466,1,1.457360735997811,100
5163503063546066409,1,1.0653415860592388,100
2948006481997108356,1,2.4323438367354373,100
797823664220494096,1,1.8286285337990686,100
8396894601969104271,1,1.5209657457423527,100
2422605926552012591,1,1.8340036389172176,100
4813380737845046147,1,2.779032185016387,100
1686977533775896988,1,1.7463278954180022,100
-4346356527042289819,1,3.1533250054592474,100
6378807296590501467,1,1.5358483343175136,100
7550329590348463483,1,1.2338934645206796,100
1696585547939608356,1,1.641236941472202,100
8363516192822112952,1,2.7658017355514493,100
5478464760366680266,1,2.9920421431749578,100
-8299256126645328547,1,1.3751425946474025,100
-8464915571535251869,1,3.465638177462474,100
-8763258719371316497,1,1.584446650546427,100
-8904648380591290777,1,2.091101647320637,100
-728768458666744436,1,3.753148930755387,100
2995876440875242696,1,1.7065920351349084,100
-1251861966227806623,1,2.4000011279372067,100
-5430273720359931869,1,2.9205965288352367,100
3695029494455379112,1,2.18362499620256,100
-8006692048920844364,1,4.216867453134944,100
6954936211200105249,1,2.9331532853542264,100
-4481052241158868613,1,1.72522996982912,100
-6634850103100431616,1,1.2736157481288708,100
-927048542854377552,1,1.0383856941728682,100
203297497300361195,1,2.214249931601322,100
-3661606786861813940,1,2.270432936971899,100
-4143857525450521403,1,1.1319011840046187,100
-8404586620134690138,1,1.7306920441757625,100
3146777178148103274,1,1.3109790379059982,100
115077217083176926,1,1.4196136452862322,100
8973682585519362105,1,4.194970244730845,100
6047412176533222353,1,1.426816251474177,100
-9145444956854203798,1,1.8271796602611874,100
-6756588901320178787,1,3.6066449986362024,100
1122093401567504279,1,1.495683459879509,100
2073074609229633831,1,3.549609076389283,100
-5606483767330508671,1,1.6828056964233276,100
-2272541011654488615,1,1.7997484292445665,100
5209515645518416566,1,1.1316595806233325,100
-7767434984453717074,1,2.260286861010147,100
3284639783860060066,1,1.358257173728808,100
-4308074884061672266,1,1.494616916059325,100
4974147851677899891,1,1.3793628538451554,100
-932371469263280005,1,1.8772455002431268,100
5784342317088859362,1,2.5339507377087167,100
-5578465777857048645,1,1.581884190526284,100
4670287927517272250,1,3.7724592899998424,100
4394564786039551261,1,1.5927933943967616,100
5682950440236868221,1,2.5121236246315717,100
4641553220402437726,1,1.3078500975990464,100
-5724957780921801472,1,1.2474256105332922,100
-5996210673527091732,1,1.456952211437988,100
4823183553732390526,1,1.1635608965392208,100
-52876016653618605,1,1.6544930214950733,100
-7913382513546697336,1,1.628913204960418,100
