label,AvgICTF,AvgIDF,BERT,MaxIDF,MaxSCQ,SClarity,ENet,L1,L2,LogReg
1,9.121099142967266,4.709048481140733,-0.19326867163181305,8.163917924207079,81.80563979793956,7.0416576012874295,0.44939097848090465,0.44633049035960876,0.45115872927369755,0.43892578287010403
1,10.879716178765904,6.417371479365511,-0.057375434786081314,11.678978893569306,79.0126591888892,9.270278266331802,0.47271623865271445,0.479594368740935,0.47081613824090035,0.4949469201133359
1,9.445308287784307,5.081504671282439,0.15624679625034332,12.612267201812031,71.53988677422011,7.653548818556253,0.5352868541135016,0.5392725875051333,0.5342967975028061,0.5472093630619046
1,9.694523699029578,5.384408703627166,0.016266126185655594,10.997131268263294,79.29591556998952,8.085085786595478,0.49658512065705657,0.5026943742538719,0.4943718754275078,0.5153908479359666
0,11.242521344946953,6.770513909949102,0.013354504480957985,16.86076244386139,73.06339776849552,9.450761875718896,0.48057172829711575,0.4859736292923372,0.47898310023161117,0.4983984429855717
1,7.959121849534672,3.5574318694859315,-0.22540006041526794,5.441170114336271,69.41377666771322,6.572827488414781,0.502857464130228,0.5160725326289285,0.49995433316365356,0.5425311193621368
0,11.56976757715823,7.076890393071496,-0.29888415336608887,14.15271224275918,76.58271312841943,9.623857428102916,0.4061613424443512,0.40547780161070435,0.4072265628981602,0.4047676657022092
0,10.293450790791404,5.861337321295244,-0.6488317251205444,12.9895614329535,77.26000465789758,8.501691321563348,0.35682181449338035,0.3615829445816181,0.3559107935331762,0.37170063781791884
1,9.59001987229316,5.298432381353857,-0.3227880895137787,10.068418016390584,84.88984955092775,7.510578330613324,0.40496862234103514,0.39978505131389636,0.4067778929655035,0.3880245775291003
1,10.526380622790503,6.075074192917327,-0.20633016526699066,16.167615263301446,80.9982185159569,8.734621153562449,0.43309835659141777,0.44107469943192795,0.43003956146324945,0.45880071970193576
0,8.977905729819248,5.18546888097534,-0.7298915982246399,15.25132453142729,81.99316441138859,7.158394380849392,0.32040651728414193,0.31595804263594696,0.3203902068986749,0.3046822910810184
0,10.152642466918495,5.795873492838578,0.029226822778582573,11.476267381072304,81.81741705085982,8.360882997690439,0.48485873340291097,0.48698102499109336,0.4840142196251018,0.49152567324206936
1,9.882456045734918,5.421055462710651,0.07097344100475311,14.46286717106302,71.54977540430183,8.090696576506863,0.5148849465535751,0.5219241437035882,0.5129320119906852,0.5369130081160559
0,11.948511824593954,7.508323630669791,-0.4425806701183319,15.4744680827415,81.1179007124847,10.339073912159852,0.37386349642752764,0.3806144147859719,0.3716460957703828,0.39637050487564585
1,12.04742913289884,7.671685926422459,-0.0621056966483593,16.86076244386139,81.80563979793956,10.255669663670783,0.4365293108158238,0.4381213382513045,0.43546145852298584,0.44282056629099564
1,6.740879279305962,3.0778691089242662,-0.03761010244488716,5.010072720147258,65.28099987393244,5.247746388282582,0.5246277157709309,0.5182662520284691,0.5267235739634702,0.5002830106848224
1,11.012287442627857,6.551567568881743,0.12094778567552567,16.86076244386139,72.22362258223804,8.93284590094802,0.49671024607959324,0.49515792204388864,0.497595717444244,0.49240380671216266
1,9.030980444666325,5.312077803379211,-0.4087775647640228,16.86076244386139,68.70485667040434,7.537847553642943,0.40459016468113645,0.404545603267975,0.4031652149524912,0.40215918352588353
1,8.692971058333061,4.228528172468837,-0.13828811049461365,8.163917924207079,81.80563979793956,7.132260649291652,0.48654774593575856,0.499168944762135,0.48263768081943165,0.5255245783095579
1,10.87789724797383,6.433351351907791,-0.06178520247340202,16.86076244386139,75.69497658676543,9.268459335539731,0.47093994773057113,0.4818704218452665,0.4670398878743894,0.506067428988553
1,7.50544276954537,3.1224101254643752,0.22037473320960999,4.826380068056512,64.0339828204975,5.426001227865534,0.5840533106868679,0.5791774378261906,0.5877969862772827,0.5663206023167479
1,10.072296611874911,5.563548602097908,-0.11032117158174515,15.069002974633335,65.12351732216798,8.46285869944081,0.4927511134000713,0.5047395777471206,0.48975632122574503,0.5303459459157597
0,10.118567222790531,5.704817319635964,0.022168677300214767,11.804516638513084,76.31562579225557,8.326807753562475,0.4946904474679361,0.4978969671832355,0.49404458250253047,0.5047023144074585
