label,Clarity,NQC,SMV,WIG,nSigma,ENet,L1,L2,LogReg
1,1.1575783616787567,0.0179422918218986,1.7959672611667543,1.951188354492193,0.4237885393880719,0.5619412910954961,0.5603404353464948,0.5621657911502529,0.5603185051972394
0,1.0669187019385586,0.0175184331346886,1.649816737549636,1.7455508422851518,0.4281506403578634,0.5343977268881438,0.5341461307509175,0.5344582687920223,0.534149251085051
1,1.3076838370382202,0.0166002072577976,1.5642070271991193,1.7944891357421908,0.4421830824442403,0.6515581942323122,0.6532071599788833,0.6514355856399913,0.6532696274766251
0,1.343054994862621,0.0186750847579157,1.7860675748373382,1.9860339355468688,0.4454794639034489,0.6497761392766985,0.6491513882347593,0.649925092880223,0.649169026588753
1,1.0908811159990488,0.0218173722221086,2.861959250929439,2.259665222167972,0.563910872678913,0.5599825391979515,0.5609895654296542,0.5598976838229898,0.5610249777762966
1,1.292874487808692,0.0252549574933784,3.5320966234256046,2.5615917968750064,0.6264624333354896,0.645562531234556,0.645789161008246,0.6455970920931967,0.6458246190741682
1,1.1771211795251586,0.0248716103599159,3.651120510318288,2.364125213623048,0.5761250267021661,0.5784300772069103,0.5760799017613828,0.5787155280500745,0.5760391568057771
1,1.4429048499781314,0.024086380191384,3.684721108563244,2.6551138305664086,0.6786679147936827,0.7279794809052926,0.7313527889754008,0.7276586582001893,0.731461457565572
1,1.2310388658844154,0.0242473769019183,3.542006917964731,2.7621916198730445,0.5951476218523208,0.6003708910027618,0.5988599449123551,0.6005843578415114,0.5988465835909101
1,1.139097575720025,0.0132146254890417,1.0028285500942729,1.6222235107421807,0.3784986412684185,0.5744754793591074,0.5763830160431224,0.5742939511038231,0.5764339445355601
0,1.1051779656458594,0.0167699887333424,1.597797927889624,1.81611694335938,0.4469057406055587,0.5626644126988799,0.5641700130263845,0.5625334188220412,0.5642162808171227
0,1.32073876497736,0.0120634938722182,0.7013013011895761,1.2396852111816463,0.2791457805499517,0.6297614788475815,0.6284530590809752,0.6299509585378376,0.6284355509670846
1,1.4722016889742546,0.0162007745856899,1.834848714966001,2.0412588500976625,0.4283513411868814,0.7022531817625285,0.7025392735359115,0.7022842247415394,0.7025720908673888
0,1.3327636480935177,0.0241387101758087,3.1790031669379912,2.405604858398432,0.594325309998002,0.6614921825688124,0.6617784445261189,0.6615282828689383,0.6618180157275653
1,1.187462416766456,0.023257556810568,2.742773003020154,1.8798057556152368,0.5855310626922531,0.623417599085361,0.6258823086195161,0.6231966466155306,0.6259659020231125
