label,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,RoBERTa,SClarity,SMV,WIG,nSigma,ENet,L1,L2,LogReg
1,11.248597894318168,7.474372105161885,1.5590040796926306,14.781320902181555,77.6478330471906,0.0858772312695331,0.1089278906583786,9.580674909413617,0.8387612548614062,1.3446200752258302,0.2896137522393241,0.4601443272240721,0.45454349262251414,0.46066755484340993,0.4527321735432933
1,11.92977513809805,7.413346975455442,1.149633961320368,15.762150155193282,67.79984158344259,0.0562608455913936,0.1540587991476059,10.54348077697816,0.213026777486074,0.626363201141357,0.163181945036083,0.5598503346623049,0.5669953204110817,0.5592223334076483,0.5703375281333337
1,7.659949193825538,3.8214886092282216,1.4992042812093385,6.186865788972389,73.02796881621043,0.080357779563419,0.07086224108934402,5.992026208920982,0.9327483319797548,1.4530760002136225,0.3219296562190351,0.5123111528981804,0.5081136399832948,0.5127073927858188,0.50668863242098
1,11.965063287633113,7.540762112959783,1.4964029351117638,12.160282078068976,77.27986717310783,0.0758430165057969,-0.4115043580532074,10.355625375199011,0.4107189078489641,0.940262327194214,0.226583016753508,0.36708269682638867,0.36916607067113255,0.3669011665575144,0.3698002985363249
1,10.54374223960009,6.04813875676162,1.2572471654719122,16.167615263301446,60.72778510905541,0.0566940895034894,0.3235471844673157,8.934304327165991,0.2152634428323293,0.6359323406219485,0.1640363689979791,0.6129514201849241,0.6181261205226332,0.6124947014803488,0.6204518005148223
1,7.541874115142245,3.2150741144353856,1.70726412999847,4.065601203529972,57.99423344560479,0.0385498344367312,0.43387073278427124,5.75011464591419,0.2456473149142638,0.8567247581481939,0.1752310313965051,0.6435070265422742,0.6426939466524298,0.6435990791434194,0.6422222077355542
0,8.045958641402889,3.684020587751642,1.589637529852601,5.637240532241284,71.53988677422011,0.0489481477160874,-0.16107895970344543,6.2541991721748325,0.3579557595061964,0.858305969238281,0.2115288867702814,0.4775902887971942,0.4789489986788648,0.47747997499708134,0.47955401816009796
0,9.42064456255893,4.977747727583495,1.192139661282814,15.25132453142729,54.85081156484821,0.0426826044822961,0.5352441072463989,7.628885093330876,0.1630724454754682,0.5841862297058108,0.1346074314753289,0.6673363694704815,0.6699143383466011,0.6671155222610371,0.671233354716568
1,8.49588138323521,4.639383772963407,2.1276893725011865,9.747620335154304,81.60822794133738,0.0926362773224599,0.28230905532836914,6.827958398330654,1.6051400988616302,1.9293579864501949,0.4223137457785555,0.558869152957411,0.5557029839804828,0.5591613592072288,0.5545648589086228
0,12.18343694214404,7.764014899226964,2.661507983326218,15.4744680827415,81.99316441138859,0.0892475798941262,-0.9010016322135925,10.237526793088724,0.8494927151975097,1.1925661659240716,0.2914605831321809,0.22783234996553067,0.22817396082438868,0.22779949564281457,0.22767474869340987
0,8.608781253541387,4.192793487107842,1.086561331119828,11.72496400681113,73.55069403890204,0.0372763125331776,0.3881967067718506,6.529339711861551,0.1477850302231355,0.616125926971435,0.1359158886145837,0.6064786714166255,0.6065311910479363,0.6064697807180292,0.6068018272883271
1,9.20906416006255,5.245642816010036,3.326786519748496,14.781320902181555,75.91125012445295,0.0846266363795714,-0.4181296229362488,7.136737576367908,3.176075673500289,2.670798110961912,0.4763009008044846,0.33441510284256,0.32980273244444563,0.3348462571225713,0.3270931492520449
1,9.018537999630697,4.599164762854137,2.0018599915529527,6.867022937348237,76.99332116447694,0.1200684968307888,0.44939345121383667,7.226778530402642,2.238731756232373,2.089170150756836,0.5290004437890828,0.6451814490790926,0.6443884027326676,0.6452329887178248,0.6438269075184553
1,8.155268808096384,3.7805929799179694,1.3649703697250153,5.52003792230114,70.73658359882629,0.0391262167208202,0.37156277894973755,6.209358659041069,0.2742301236724183,0.7538261032104497,0.1578924040064851,0.6081858210495911,0.6070540833112089,0.6082940390158824,0.606615459305089
1,7.641860484989458,3.3204845522006425,1.267592553078794,5.22948521610183,67.78144432324066,0.0744339801956532,-0.07614456862211227,5.850101015761403,0.492856827165333,0.9953921890258798,0.2482077827056731,0.5083759927452177,0.5085718994778444,0.5083617499193769,0.5084210445194409
0,9.656222036208344,5.99518036995778,2.8632443709399222,15.069002974633335,81.20853521035235,0.159236610964334,0.10402824729681015,8.163089145184964,2.3161783678729573,1.8191502189636224,0.5072998639718762,0.5043343274849741,0.5038465063914522,0.5043903713195836,0.5039100208684729
1,9.45682838778844,5.009786250589998,1.5669696715265828,11.779358078876928,76.2317398349387,0.0648845276102487,-0.42238813638687134,7.665068918560387,0.4786788926270246,1.051914043426513,0.2446116546249954,0.39403327725067677,0.3972249393067739,0.39374487591991975,0.398234140047771
1,8.785972973811534,4.387266448418254,2.694297626062589,10.39617414017143,82.1895877697648,0.0955719812057857,-0.23985886573791504,6.840062824756219,1.846886766237501,1.8939901542663573,0.4804798078792568,0.44306947716195816,0.44391463026107564,0.4429784301944508,0.4439211939024961
0,9.687003097438428,5.79009424907454,1.3804726193248045,12.948739438433243,77.05343906611955,0.0719852561592497,-0.8880757093429565,7.867491748468571,0.8493826860658318,1.3799079704284674,0.325841734218054,0.2403177552481451,0.23717550989770225,0.24061598860779435,0.23636250787785112
0,8.80573244250788,5.16928069764363,1.766273208241514,12.612267201812031,73.20604780227845,0.0821397884953083,-1.0600866079330444,7.3125995514844995,0.5500444619357223,0.9705083465576168,0.2622128100264464,0.21921417761630385,0.21886695216472152,0.21927623188584228,0.21926309063570004
1,8.653057750160361,4.274391988479234,1.6990792918107436,5.823440256947393,71.77664535304743,0.0854025001047537,0.6518044471740723,7.043619837726259,0.7152529993400831,1.0667141151428223,0.2990094060686225,0.7032418754087653,0.7050610810588995,0.7030761563286114,0.7058068423255919
1,10.513061919744269,6.131654611745628,1.6661215784970254,12.612267201812031,82.38092279445229,0.0459284547397885,-0.14301887154579163,8.315837342408049,0.4486259424694341,1.0016665649414065,0.1933532911687468,0.4065666808724891,0.40315194711469393,0.4068669496771895,0.40148014696063994
0,10.02779876424174,5.592840255209838,1.8398939495080808,11.75481696996081,80.61078269773564,0.0818992808377804,0.3781004250049591,8.081888615186426,1.019061224821033,1.5051479530334466,0.3569070650780523,0.592105842994629,0.5911562626764326,0.5921703144885067,0.5904850665430226
