label,Clarity,NQC,RoBERTa,SMV,WIG,nSigma,ENet,L1,L2,LogReg
1,1.4734116069077097,0.0492725401078741,0.534055233001709,0.2408208245958736,0.7122520637512213,0.1735010175027345,0.636983337983292,0.6378390920873036,0.6362200852146458,0.6399613923233696
1,1.5934717190808203,0.0617141669194894,0.4651634693145752,0.6344108595669344,1.2060103988647466,0.281604967012066,0.6216951441184759,0.621635184758507,0.6217065107307616,0.6221845344737682
0,2.884003575581148,0.1747198070574956,0.02637079730629921,3.2381835751224823,1.89675401687622,0.6467012623430374,0.5278749132992585,0.5295628969524617,0.5260868255220499,0.5329881159567986
1,1.539841205076857,0.0639805150538521,0.6120675802230835,0.75616763998021,1.2067484092712395,0.2749850250432212,0.6615082398856291,0.6615571843196334,0.66136848563342,0.6621283563265281
0,2.573084101300879,0.2092940485639022,-1.023753046989441,7.134439787455395,2.86376220703125,0.9443542626747254,0.27706020036240364,0.27951796706512383,0.27529289817874597,0.28865262192801966
0,1.2246506438790434,0.0487664851044943,-0.5902501344680786,0.1931354279295173,0.7076760673522958,0.166104712210408,0.317981343460995,0.3184354318652772,0.31795084518075045,0.3199828039813825
1,1.3034127423366548,0.0606875018466613,0.33422455191612244,0.350960492935419,0.8700301170349121,0.2094518121595689,0.5834431527597751,0.5838964446374082,0.5830340921939172,0.5851877586929819
0,1.336237539578162,0.0569598382973275,-0.6310946345329285,0.3770077484527555,0.825737972259521,0.2170851642940954,0.3112793846296978,0.31169518804447144,0.3112725066596886,0.3134361287752039
1,1.6132948120829813,0.0575763305124982,0.7700071334838867,0.5111911194809908,1.075772094726562,0.2527822975113642,0.7007235580593824,0.7009410533587186,0.700411366314297,0.7018605648840854
1,1.3331465950950618,0.0807708559065127,0.8577750325202942,0.3597890548440877,0.8946286964416507,0.1896810625350057,0.7177960556311287,0.7181312121169697,0.7171616452873547,0.7174621365654451
0,1.9145368056651813,0.100476099443274,-0.017527079209685326,1.5083062550895918,1.7869801330566413,0.4342099513901068,0.4890165492931538,0.488260620545061,0.48962318459961757,0.48685355398914637
1,1.2113751055591355,0.0631405880643745,0.4060491621494293,0.3678768768579721,0.8095940017700195,0.1682207516829213,0.599890502910887,0.6004137645435774,0.5993492694305018,0.6009795471730573
0,1.204186706428103,0.0626191700224992,-0.011558888480067253,0.3882398756541609,0.9708940887451172,0.1798702948548761,0.4755420729411874,0.47546983576779306,0.47566350101270133,0.47461158668169945
0,1.3958808518526082,0.0531843799306078,-0.522510290145874,0.2965883054928121,0.7926920509338388,0.192544899144593,0.3361263024190523,0.3365619390133341,0.3360791740104655,0.33799079806755256
0,1.562587826797288,0.0636148959489006,-0.7984673976898193,0.6756942486298683,1.1844442176818848,0.2906230910969283,0.2713701732510118,0.27120696359350216,0.2718710409788108,0.2717298252404455
1,1.3414389728087497,0.052473409529412,0.786243736743927,0.353020290090256,0.8582541084289559,0.1878883418656559,0.702668919082844,0.7031446441509673,0.7021371163749591,0.7043619810379145
0,1.7735161132844317,0.083779489049907,0.5894020795822144,0.6711109706960062,1.0394871330261233,0.2896357563164479,0.6579854084668124,0.6585806089143789,0.6572469056128608,0.6596123345210687
1,1.6176234009599535,0.0926300156615602,0.6185327172279358,1.0689565034991175,1.6345461654663092,0.3269490026745941,0.6591831809742651,0.6582858557230317,0.659639791960227,0.6550907510174692
1,1.4505960634908142,0.0767684102464917,0.29748520255088806,0.4950206227253224,0.9320300292968744,0.2487520408773871,0.575600232023148,0.5761361027976469,0.5750360783495009,0.5772169423835044
1,2.1134504269810024,0.0672919517720578,-0.1514878273010254,0.5878056452574854,1.193706398010255,0.2555616136315131,0.43312066058307086,0.43301333067913833,0.4333054536034368,0.43171230360109014
