label,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,Transfer,WIG,nSigma,ENet,L1,L2,LogReg
0,14.076815736352582,9.65610374172764,1.2619896026086996,16.86076244386139,81.85277346307716,0.0111115239996046,12.467377823918484,0.6583047633467707,-0.8148924708366394,1.1088955688476618,0.2868590166237525,0.4543627444588118,0.44726261550149776,0.4581119701916264,0.4389420090509447
0,9.036507039758272,4.703140105764168,1.2616979944667872,12.612267201812031,79.52345687701573,0.0164927906566485,7.130352293218423,1.45863339716263,-0.8470713496208191,1.6604798889160224,0.4270002045026778,0.5767353398489883,0.56954053637568,0.577654889390739,0.5750870814895812
1,9.254255050647112,4.841913262198189,1.2509248155647592,12.107172252755026,73.9988889603679,0.0146031276742547,7.462495581419056,1.330152956103318,-0.860662579536438,1.866983795166011,0.3477398395487531,0.5684292567624324,0.5785520971360838,0.5671982766921189,0.5797731984593305
0,8.808218665301807,4.4177055065568815,0.9141297337472052,8.029050526039812,80.73188051212739,0.0142548489362701,7.247508256260399,1.141659573244536,-1.1470282077789307,1.5601620483398404,0.3777663916437869,0.493646383411222,0.5300286703374938,0.4842660607469461,0.542594429198544
0,9.770179767652376,5.4867755836571215,1.3301883513768904,12.612267201812031,81.52203948580387,0.0174165245773899,7.97842029842432,1.6899431449346245,-0.7237619161605835,1.793204956054692,0.4596116764365631,0.5830108557691179,0.5711832033974177,0.5857654593308806,0.5732045862462062
1,8.097887596421815,4.456244277534279,1.3340045555273063,13.249844531217168,66.76077607857457,0.015896812469939,6.604754705398435,1.5401279433535178,-0.8795836567878723,1.8414630126953164,0.4387664446139765,0.5957851901519029,0.5672872564699776,0.6050218330705298,0.5512558198449445
0,10.977227553389511,6.639087340104077,1.4046725816861572,12.612267201812031,82.02006716703875,0.0161521292544498,9.0313174043342,1.3802539543410293,-0.7489447593688965,1.6595440673828068,0.3916140325401231,0.5478775648159868,0.515081822230184,0.5570738190264407,0.501982568805603
1,7.739177249601331,3.362283818290728,1.1668437667716147,4.766465290467465,63.2379653529379,0.020311064156584,6.129739337167231,2.122759034490044,0.3030489385128021,1.972514190673832,0.515116374532256,0.7334724519723071,0.7388476894007402,0.7325356079284607,0.7472449474415647
0,7.700856176476584,4.0932189060253,1.2776835459815554,9.620829852540922,79.9028027136244,0.0210213452357172,6.413305846529305,2.308497910784069,-0.7867501378059387,2.0098999023437534,0.5371798943073062,0.5902869289329425,0.5805173618408116,0.5950658835485471,0.5680735056938069
1,10.734896637620963,6.25576644947852,1.5877811949427434,16.167615263301446,66.69026855954533,0.0336517396503507,8.788986488565651,6.323398003757062,-0.2697829604148865,3.0844377136230468,0.8382122512796082,0.7071487531350124,0.6847879039038716,0.7125877771111916,0.6846910281883594
1,10.74439913733461,6.240942002274996,1.350017155057562,15.4744680827415,73.13417800848238,0.021602275669248,8.952639668106553,2.2907778734667232,-0.826524555683136,1.991644592285153,0.5045105299492132,0.5899960761108052,0.5936869526497978,0.5896831974196348,0.60104001123641
0,8.837409821875358,4.507598552368518,1.1971481482898632,9.769852621781409,83.38337332114023,0.0291582953909921,6.7579682801955245,4.796214633759227,-0.7608558535575867,2.9436605834960927,0.6603177357605426,0.5408423250755828,0.5261038926490724,0.5453321105735716,0.512532459227492
0,8.990223903788145,4.555605385311116,1.3116039491158025,7.204326987691148,79.04006130476954,0.0177827598143085,7.380785991354044,1.9297111441923536,-0.8750032186508179,2.0157266235351523,0.4392847759930172,0.6022643752929612,0.6152813786633423,0.6003808061344117,0.6167336875615784
1,10.98015326132186,6.551834164742052,1.2052604612646909,14.781320902181555,81.80563979793956,0.0183083179795146,9.034243112266546,2.482098987058614,-0.8529607057571411,2.5459974670410106,0.5570120047021668,0.5158527009950198,0.49764630035605745,0.5187870216763315,0.5043590414048443
0,11.054564572445914,6.632717355464012,1.4709715558650158,16.167615263301446,80.62351922191822,0.018116601053766,9.26280510321786,1.853147166981007,-0.9478700757026672,1.5921894836425776,0.4812934612818107,0.5898780780571349,0.5787080622637928,0.591931531625727,0.5861906190201507
1,8.849888142697022,4.424638708301899,1.235833914118558,8.191191572024271,82.22908962030903,0.014217010155379,7.463593781577133,1.0121536436362424,-0.849746823310852,1.4738601684570307,0.3353528230976779,0.5945596265980484,0.6369596160790008,0.5852634460944378,0.6478020484899304
1,6.998898944894047,3.2456799397277893,1.0535998817337582,6.876478621497173,75.92999325032261,0.0199585659319809,5.505766053870668,2.3970479481581366,-0.509225070476532,1.990590209960938,0.4895965633210813,0.5797218094246808,0.5753329476554482,0.5827808557077359,0.5623998693660108
1,13.319650261808606,8.907689916515402,1.117934986258327,15.25132453142729,73.5444660796751,0.0188485598632503,11.52789079258055,2.175995922727015,-0.9635103344917297,2.209793853759765,0.5575451195998165,0.45831661594153233,0.4282015382451645,0.46559979506536553,0.42571476983019685
0,9.450723117146456,5.837947089992677,1.2795715606601863,12.9895614329535,77.86826012274989,0.0291575112333136,8.163172787199176,4.97664376529336,-0.8068215250968933,3.364074859619144,0.7436130837780687,0.5371066003321003,0.5218488995105959,0.5448508022291197,0.49883895325843786
0,9.899149283817426,5.524967779170187,1.197662443749673,13.916323464694951,81.80563979793956,0.0182375815814852,7.953239134762113,1.74184906153038,-0.5258113145828247,1.8705732727050803,0.4666166871119135,0.5632231422389259,0.5548450018754681,0.5643075096051504,0.5620108669961907
0,10.338038252432645,5.904349489484932,1.0252525232575316,15.4744680827415,80.77187444058683,0.0201273125909369,8.140813675096423,2.274767428733705,0.36883094906806946,2.065313873291022,0.3894241414134213,0.5442852466670391,0.5407421366752995,0.5463244840257114,0.5358403441248909
1,13.284604403668178,8.870783390286842,1.1749150420270498,16.86076244386139,74.59655445638491,0.0233229684037011,11.675166491234078,3.1025862709396987,-0.5995653867721558,2.3962710571289096,0.6657526643838856,0.527205451060339,0.5149794277452542,0.5296504207556577,0.5245762960620217
0,11.93415387663363,7.47617544393911,1.295451031318426,15.4744680827415,72.80022374944647,0.0260344454094289,10.142394407405575,4.718365331355598,-0.7911454439163208,3.4940798950195333,0.7240599523486067,0.5423774378081464,0.5280143365959976,0.5466577607603169,0.5266606635850747
0,7.621620076692177,3.9888438681914375,1.1961474343685528,14.781320902181555,53.03992717443281,0.0163240941278799,6.1517391433761786,1.360024990105047,-0.755160391330719,1.7050518798828154,0.3516228597006958,0.5960365742253454,0.5868910012246739,0.602575055685498,0.5680640997308676
1,12.709153801326368,8.37573876469673,1.0995933668699058,13.07657280994313,81.02140822622545,0.0128389366314758,10.917394332098311,0.8899877793289257,-0.9470332860946655,1.46925079345703,0.3144638787469036,0.41499613633752636,0.39589110709437514,0.42177849173366977,0.37904662411673135
0,9.165796768445716,5.474014912661475,1.4155074235426954,8.378160697214772,82.56994267716722,0.0126070292533793,7.497873783541162,1.0593382537321827,-0.5771229267120361,1.6744361877441447,0.3430805305095102,0.5550148564831869,0.4972203350697701,0.5725489420970713,0.4596753239630958
0,9.919076741536736,5.460733104398946,1.3154730957839031,15.4744680827415,79.8248909841856,0.0262471571669887,7.839635199856899,4.354586458430416,-0.49009791016578674,3.0744094848632835,0.62918319766261,0.5801384370041317,0.5724055364853154,0.5823998611875105,0.5715609877991514
1,7.628223919788588,3.2309476068050365,1.1629366354750237,4.518263848980928,60.66675470566873,0.0175384596049803,5.430999342452368,1.4624151763453843,-0.6017252206802368,1.7358676147460874,0.3824153731671079,0.6209778826128307,0.5849960249628029,0.6307476832458094,0.5683778791755505
