label,AvgICTF,AvgIDF,MaxIDF,MaxSCQ,SClarity,ENet,L1,L2,LogReg
0,9.70719496542046,5.305344279605509,14.08817372162161,76.17364422110994,7.761284816365146,0.5145564885511357,0.5229276260404702,0.5116407248610083,0.529359411339542
0,10.68288332132882,6.672324078331742,15.762150155193282,72.61928575463692,8.729794808141069,0.4471152010087473,0.40912139149194987,0.4584647376044422,0.3905483167564157
0,10.921576762746634,7.240720843912418,15.4744680827415,75.26241740710117,9.428443871723257,0.4292876123880497,0.4023551043506743,0.4384651833556181,0.3848091734324356
0,8.90877551115154,4.459509596704779,8.87698137488394,82.07110572714913,6.962865362096227,0.526930255034335,0.5343583217205791,0.5240238043344784,0.5389569255522647
0,11.600103299434972,7.1609326834840665,16.86076244386139,80.82780040946962,9.808343830206915,0.46228208817834493,0.4810250806271234,0.4567688768840127,0.4915994487408142
0,11.68997718367588,7.190919586697642,13.395026541061664,75.6218488142305,9.898217714447824,0.4809112800510368,0.4869533051543432,0.4792151238808144,0.4911011173291135
1,8.822364358256118,4.468944712968563,7.391911376733708,79.92925797717109,6.742922816576282,0.5127992828016618,0.4913740830880377,0.5182165319470117,0.4813453931351485
0,8.912825041489425,4.45789293404177,9.239567281051547,83.55656842936597,6.966914892434108,0.5234098084761372,0.5339374057370777,0.5195501619510442,0.5400573032217963
1,8.51840282210529,4.1479996980081895,6.348188898391753,75.51533796945446,6.572492673049977,0.546797515603432,0.5362733586260185,0.5493327782568763,0.5315678424713473
1,6.195575296385371,2.607599574684624,6.780384724528515,75.65693824383052,4.908024966438092,0.5725681527793478,0.5796516981539891,0.5714882794217819,0.5772797451036795
1,10.06746483448404,5.696431876448469,10.597364181269768,81.24953329143223,8.506754425442635,0.5161683511783072,0.5456498153114846,0.5077619885665717,0.5590603193761248
0,13.01730955734316,8.611570998310894,12.612267201812031,79.07460023310452,11.225550088115105,0.42054128387639156,0.401905138192758,0.42631833517318074,0.39197560670664505
0,10.343151459491793,5.906722032438116,15.25132453142729,81.99316441138859,8.263709917811958,0.4729168681565445,0.4731182298454341,0.47206106669522085,0.47563265069694616
1,6.093235227643196,3.1889130162467745,11.101860669984111,79.40864178624497,4.898728914824493,0.4898627960551399,0.4603270443233479,0.5001830086212327,0.4356810964698525
0,9.3705987592964,5.615262498331753,15.25132453142729,81.99316441138859,7.702675774391843,0.45164419511965476,0.4375197077038641,0.4562160328588341,0.4272608739417828
1,10.789877965561304,6.345293003705514,10.28151123185129,81.76521010050796,9.180440053127205,0.49814096150820963,0.5206545217994948,0.49174812060138284,0.5308292255386857
1,7.405634909917512,3.8673194387820127,5.784591535946334,71.90354267996427,6.118084579970233,0.5409836070620044,0.5220112537970065,0.5478567397795057,0.5056294037174576
0,10.563325358994344,6.101963592773554,16.86076244386139,74.84794953477709,8.771565889766286,0.5127597815576025,0.5412521015270005,0.5043152631664138,0.5578676131030776
1,10.53315916639882,6.18013558698475,14.914852294806078,71.12333874596453,8.587249017343506,0.4980912611892885,0.4908102390927303,0.5000468247455582,0.48945893176125366
1,7.872406058625117,3.447829518501222,6.841048622357131,77.17878471803624,6.2629681461910165,0.5942816340400647,0.6310517715106447,0.5831991154248983,0.6487414954938603
1,9.46679535718739,5.7961273241354085,16.167615263301446,80.50354957893363,7.97366246616401,0.4566963680959972,0.4524523889854156,0.4588079296729053,0.446157974169508
1,11.374974510049489,6.893574643921033,16.167615263301446,79.52360389971723,9.765536597615387,0.4923480332371021,0.5321293532300067,0.4809648918015498,0.5526527420257126
1,9.468670585238394,5.068579640180071,8.163917924207079,81.80563979793956,7.676911116010338,0.5171556335670277,0.5252316007852813,0.5144933494471274,0.5287443458145373
1,6.91722240460936,3.05545447324328,5.163966622107358,66.56047237135242,5.097711055639503,0.5671201857193682,0.527002322938401,0.5788385686518452,0.5049029583533499
0,11.345708354016605,6.864417211986694,14.15271224275918,71.36154930616395,9.959413992896714,0.5336492479147924,0.580686893879626,0.5206261572648342,0.6038765123875918
0,10.709005702621797,7.081098655098273,14.375855794073392,75.58111077162863,9.215872811598416,0.4281123579552956,0.3949023871718948,0.4391926919518298,0.3738473079239643
1,10.524197987336027,6.236012125379345,14.08817372162161,78.27648717596126,8.91476007490193,0.49728122930537816,0.5194517760433313,0.49113910535599087,0.5299866047906492
1,9.942477392679251,5.5353449355493805,14.221705114246133,81.34770111776365,7.863035850999413,0.4829517048516356,0.4806405357156637,0.4828171748075998,0.48169387140671055
1,8.625269527514929,4.198819192062622,7.783267985218638,79.86289357969359,7.015831615080828,0.5653441721890042,0.6000324105797223,0.5549972579110589,0.6164832799454725
1,12.076825693711342,7.713894396921657,13.07657280994313,80.19626802649525,10.467387781277244,0.4545115026701776,0.46293883554337223,0.4525326694157124,0.4658613636567852
0,11.233865633441065,6.867562757736066,12.612267201812031,83.17842518644737,9.44210616421301,0.4570794634155279,0.4587795702676611,0.45652123332901323,0.45908541624494204
0,6.466938407176545,3.3086528478321804,10.273212429036596,79.6766616860644,5.07700258642275,0.4932495151076766,0.4618986483124038,0.5035653076231498,0.438358750698939
0,13.06060512938886,8.67119072215697,15.25132453142729,78.10829196849453,11.451167216954762,0.4347248371440128,0.4405032995018013,0.4336763839520758,0.4426099232552985
0,8.81457350904731,4.410670520932359,8.163917924207079,81.80563979793956,6.868663359991998,0.5248184690783549,0.5260181464463797,0.5237746109918041,0.5270901712809823
1,8.875437874593754,4.469544981386844,14.375855794073392,54.82819871462252,6.9295277255384375,0.5985293930017673,0.6009274288383725,0.597750197678567,0.6069738832847517
0,7.689412701081959,4.01561506892326,12.612267201812031,70.94366012406957,6.19627981005858,0.5363930376911892,0.5324107567345895,0.5384087676161822,0.52716317262591
1,8.590916398446721,4.17930407257909,8.072169012567656,83.32358327362356,6.645006249391406,0.5281914109691426,0.5337048073974955,0.5258061825037896,0.5369054380223575
0,8.837409821875358,4.507598552368518,9.769852621781409,83.38337332114023,6.7579682801955245,0.50015495744076,0.48817179754156664,0.5027327984246173,0.4829880132951295
1,8.4252171876397,4.023975811370144,9.549544059441764,81.58942191839053,6.815779275205599,0.5637171560520517,0.606225411884847,0.5509455072208232,0.6266158870501854
1,11.236203509008876,6.8090256849128,16.167615263301446,82.01648275143417,8.838308236210505,0.4201513565480914,0.38251074927458184,0.43012963895369405,0.3674097158486334
0,11.643967688006944,7.2230928807385375,16.86076244386139,71.6625547571954,9.737812941467094,0.4751489058415472,0.4729412919098849,0.47577973166745724,0.4743249067205362
1,9.670779637675135,5.297500783224588,7.464440554259767,79.54958310859588,8.061341725241034,0.5286508890066269,0.5449756087685366,0.5240233344958579,0.5516088299494185
0,10.696281202064869,6.2297312621660295,16.167615263301446,74.18952679878261,8.904521732836812,0.5111468189929669,0.5353852240395204,0.5039943297916112,0.5497626073718253
1,7.517680512580768,3.846367458625496,7.177111416881977,78.91803308076456,6.024547621557389,0.5180804665536664,0.5015692618339006,0.5235871054848686,0.4877533323107776
0,14.52028985123027,10.059077715680106,16.167615263301446,68.88416631011181,12.57437970217496,0.3997292184538668,0.36043519757592024,0.41188902952817036,0.3428550079024582
0,14.25909191259302,10.049153835938757,15.069002974633335,70.94366012406957,12.467332443364963,0.3839288482632514,0.33735324714088344,0.39881292428017023,0.3141746715451509
0,9.036507039758272,4.703140105764168,12.612267201812031,79.52345687701573,7.130352293218423,0.5198173865189396,0.5305228035257488,0.5161774574009594,0.5370691523010981
0,10.21623340183936,5.82447937030437,12.612267201812031,82.06293571352074,8.136791860159525,0.47062445321770824,0.4579873213398318,0.4735731048328318,0.45312356201639936
1,7.205791698573262,3.540670958596909,7.794754442775129,79.6081134528612,5.712658807549883,0.5248205717863689,0.5143977847736974,0.5284816865054829,0.5038372472162365
0,13.234330978238138,8.834567592482035,16.86076244386139,79.69648445453127,11.624893065804036,0.4267528186315998,0.4387872872780577,0.4238490101148882,0.4442974900495461
1,11.359823970080322,6.980666040723844,12.612267201812031,82.22753393476813,9.750386057646224,0.4721310136850426,0.4906823434414567,0.4670275564626859,0.49878804272101285
0,10.338038252432645,5.904349489484932,15.4744680827415,80.77187444058683,8.140813675096423,0.4667423554048513,0.4551057729808707,0.4691666502644523,0.4523620927430025
1,13.394131593572023,8.903787141759965,15.25132453142729,81.80563979793956,11.602372124343969,0.41263405944774945,0.4095728944148643,0.41370537339280694,0.40810401296871307
0,7.672124801214887,4.106302581161976,9.06635123813479,81.2469298237439,6.384574471267607,0.5108123104034431,0.5114433523242502,0.5117419474507104,0.5048476246770743
0,6.693705985782178,3.0419877466417358,6.123692082324107,72.83243219023569,5.200573094758799,0.5570101780810283,0.5396600662245096,0.5627795120635787,0.5260490707591077
1,10.623081560326606,6.208131271353722,14.221705114246133,81.58942191839053,8.67717141127129,0.47359158858740436,0.4771474888268413,0.4720870858590658,0.4802633475908095
1,8.632507853558673,4.190351841685888,8.135742405242837,80.78655937383192,6.8407483843306185,0.5500709452446284,0.5710868883025383,0.5434463177958985,0.5817757345240104
1,9.784545133212902,5.420198014687437,14.08817372162161,81.80563979793956,7.481960040218855,0.4632430354722793,0.43686981373078926,0.4697806559744393,0.42659306647237444
0,10.744580427599828,6.34880707948231,15.25132453142729,81.99316441138859,8.798670278544513,0.46665369199515716,0.471139743572331,0.4648957309039103,0.4747746789858863
0,9.172021425459366,5.8282237628733,15.25132453142729,75.56914278192325,7.612440269199489,0.4340052043849364,0.38875002337990333,0.44860329915705627,0.36151085038725167
0,14.211529202707958,9.887873633533076,16.167615263301446,80.04171159546766,12.4197697334799,0.37458351920178534,0.34943635659962907,0.3825427988456753,0.3362586812800363
0,8.526353552366725,4.622560863673683,8.163917924207079,81.80563979793956,6.706842203396866,0.4822356702039282,0.45055890974471197,0.49148438766865415,0.4317002610269017
1,8.26007467311949,3.93753438377556,8.440300441404926,84.56897457307984,6.180633131439654,0.5130282046138315,0.503152835078946,0.5148860166484251,0.4987653743228554
1,10.52552903593133,6.095094246942619,12.890470530309267,68.88416631011181,8.916091123497228,0.5407417548659911,0.5643036970596215,0.5342670645555536,0.5770416778180188
1,11.79103856391313,7.995476432290019,15.762150155193282,78.19990481261114,10.123115579008571,0.39613221027388684,0.3579760953513283,0.40839512416424745,0.3362025396344832
1,10.098716253100678,5.743659074515426,14.558177350867346,60.975334530040506,8.489278340666576,0.5663984865371378,0.5874294298558326,0.5608263253864355,0.5998602174077471
1,11.051996623508792,6.528450202561943,16.167615263301446,81.6029055957698,9.260237154280736,0.48671960541373627,0.5183386028392931,0.477255992796122,0.5358388277519481
0,11.998050488728731,7.630268407469745,10.482336260209804,83.19981284283881,9.695465395734688,0.3943884244448604,0.3337012468702575,0.41202066276518173,0.305686425187833
1,7.892547375346501,3.996484611933749,9.686038134025017,80.41829696782919,6.073036026376644,0.504405106949284,0.4841591466926337,0.510198936125541,0.471687931768344
0,10.042735302104324,5.587928438716073,12.948739438433243,68.08720515518172,8.25097583287627,0.5457479587907491,0.5592941921705956,0.5418092817038792,0.5683409551117736
1,12.171609819610756,7.703551144929674,15.25132453142729,78.39745293529101,10.379850350382698,0.4553003864550943,0.46185369070443305,0.4534753455466494,0.4660270717847053
1,5.883021772662389,2.989022951899542,6.273042328154892,75.50194540875951,4.688515459843686,0.5050670136321939,0.455388490725325,0.5213931152266312,0.4200662692881719
0,10.99632864112168,6.6578994726356,12.9895614329535,83.9101739530866,9.20456917189362,0.45877397062660846,0.46263867984696544,0.4575495271098287,0.4639895997921201
1,9.975734121899384,5.548912869763409,14.15271224275918,66.01677478968618,8.183974652671326,0.5502706217906718,0.5647719619765135,0.5461030035763844,0.574676373391218
0,11.884551378488638,7.399759562311329,15.762150155193282,78.83897658484581,9.8051098368088,0.441815241092054,0.42782223211901615,0.4454075800427345,0.4232496431514212
1,10.669102109612991,6.2286342339457565,16.86076244386139,81.80563979793956,8.723191960557676,0.47515798760470307,0.49094079061085366,0.4700405709500159,0.5010351212065468
0,8.572252822472207,4.835392473688271,14.221705114246133,63.37351869477798,7.079119931448826,0.5391283258906275,0.5307100775786731,0.542690423833387,0.5244627524271382
0,8.14169833130001,4.388902474272943,9.660337550916434,81.80563979793956,6.322186982330153,0.4754735171130081,0.43952033465172896,0.48606064185207853,0.4182490485411138
1,9.74300400798103,5.300974950801157,13.60266590583991,81.80563979793956,7.663562466301194,0.49182752551406855,0.49332690086792763,0.49050905864202365,0.4963986427703769
0,10.919432254481857,7.170778212082829,16.86076244386139,73.39995604670031,9.426299363458472,0.44289033378274045,0.4259183370396393,0.44907270107635144,0.41410918256891016
1,8.992359089906467,4.552501709044933,8.15047262248324,80.06137228367155,7.20059962067841,0.5411129905099823,0.5571955417987478,0.5360263435797206,0.565355288431777
1,11.03998761978403,6.588163157879282,15.25132453142729,71.90977216932288,9.707808579573909,0.5421356333783699,0.5993652200469316,0.5260554080011849,0.6272265212010786
1,8.390952874849797,3.938563988019788,7.503814052249118,79.26886731123997,6.599193405621739,0.5625571506402772,0.5836732350079495,0.5558916153726059,0.594561473861059
0,8.584703239481986,4.169996920799791,6.380184112911636,75.84665935024847,6.505261697802149,0.538650166770355,0.5189378090219462,0.5435736311353296,0.5104143258782871
1,8.765026638397757,4.848092113279979,8.097178034411254,81.48422024802925,6.8119381252100055,0.466885796852175,0.42046618874613734,0.4803390506931524,0.39516406552571565
0,7.644052629119918,4.008534371217627,7.871817152665302,79.01269191937212,6.150919738096539,0.5097499320508548,0.49095183598325093,0.5159728525989855,0.4758930394985891
1,10.509919056880223,6.191062880148413,14.08817372162161,70.82020649293023,8.900481144446127,0.5223508260425915,0.5415446508310963,0.5172189993006471,0.5515735304749559
1,12.173482442386684,7.772099603005924,14.781320902181555,82.1806917159296,10.227572293331372,0.42444953416675574,0.4110249162555737,0.428175203253578,0.404899680418572
0,9.139709115806363,5.308667142891259,16.86076244386139,72.10763411194202,7.471786130901809,0.4956630276846914,0.48966179401516247,0.49797045386303745,0.48548598116205244
0,9.134417330404029,4.752995591982087,9.022024884262107,82.12102936367071,7.188507181348714,0.5117435658685051,0.5104452926868451,0.5114845910441764,0.5101641710453186
1,12.399250465649684,7.925529462163169,15.762150155193282,81.80563979793956,10.453340316594373,0.4277010264798401,0.42185020473755463,0.4291650677029742,0.4201367837540187
1,7.227349924009051,3.389354061224044,8.370940449241285,81.99316441138859,5.407838575039194,0.5125861098307932,0.49090771956828966,0.5187132328285675,0.4771292554262947
1,8.672793609816308,4.255602130344278,8.780215478036894,82.69625945321032,6.726883460760994,0.5282930573439143,0.5355616088491929,0.5254103593051455,0.5398946831032246
1,9.53220964293994,5.113944081492786,11.779358078876928,81.80563979793956,7.452768101260106,0.49493499070763974,0.48965776221577023,0.49560279813197106,0.4887842445426113
