label,AvgICTF,AvgIDF,BERT,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,WIG,nSigma,ENet,L1,L2,LogReg
1,12.402376495519022,8.139787396797749,-0.3856199383735657,1.31760447154385,14.46286717106302,77.22767052745442,0.0173820097280885,10.610617026290967,1.5266415087470322,1.4123556518554663,0.436841148008494,0.44277867630250245,0.429603855973434,0.44785429303272634,0.4216444367887449
1,9.028724443209514,4.563914932403066,-0.36804652214050293,1.138873734564128,12.466313289188951,68.8363463181582,0.0235370550712706,7.236964973981458,3.61209373135164,2.7956661987304754,0.6335169673560133,0.4686885010965233,0.47351202756993027,0.46828868999847767,0.48467976790936157
1,8.681776116532754,4.271907554111929,-0.38501012325286865,1.1829125253864452,5.759450952586206,72.06873226387982,0.0253240458332001,6.73586596747744,3.835144953366392,2.6449990844726585,0.590465529235303,0.47349902000320937,0.46929312437316745,0.4766103013770404,0.4657819747318954
0,9.076924154709978,4.677829451254956,-0.3862133324146271,1.2518020068618596,10.534612970706291,79.5927607107838,0.0175502327022715,6.997482613030142,1.8113330650958464,1.5729907226562512,0.425597587527919,0.4646050269651656,0.4575681470001493,0.4672599718038537,0.45423719110917266
1,8.944199445837894,5.3048883170193095,-0.07324289530515671,1.285398565260406,12.890470530309267,75.01091808805108,0.0119140783711649,7.451066554814514,0.7983433653631421,1.3212571716308543,0.337711492541688,0.5190773433084546,0.5101026822257574,0.518426551626578,0.487032546059389
0,7.753918437989448,3.261922342160592,-0.31541353464126587,1.1955695280763046,4.598465431688678,61.31801964244477,0.0180649193396677,5.962158968761392,1.6412092808626764,1.6886915588378923,0.4529361545602586,0.5229362875142175,0.5213452666377056,0.5270405917787819,0.5319783726014939
0,14.211529202707958,9.887873633533076,-0.28933221101760864,1.1737900511972994,16.167615263301446,80.04171159546766,0.0280376645201616,12.4197697334799,4.240866392045306,2.3420611572265693,0.7280853651912413,0.4240725071256948,0.40923630491430507,0.4307468346270384,0.4028465452985015
1,10.221406679983197,5.844641518291602,-0.2866286635398865,1.2470416128938515,12.612267201812031,80.98429753949986,0.0324796908020444,8.429647210755139,5.650880833947908,3.1332093811035087,0.7923860474645136,0.48561786519287814,0.4819195968328794,0.4878018281875373,0.49469014880875223
1,10.526380622790503,6.075074192917327,-0.20633016526699066,1.2367810043900318,16.167615263301446,80.9982185159569,0.0226474956254776,8.734621153562449,3.133265371228772,2.087380828857415,0.5900344030674795,0.4916809714645936,0.4907057079777967,0.49225825503420073,0.5090083427108605
1,9.40769959711331,4.950716043368102,-0.5507955551147461,1.2567744318087182,9.50065847087224,82.03722893874941,0.0209122550025208,7.328258055433475,2.495981619646866,2.076698608398443,0.5585675451150542,0.433477844382548,0.4256100496204998,0.43778911733858417,0.42283844750161464
1,11.560561156762144,7.21548277312298,0.04087669029831886,1.3861546148087736,13.816240006137969,71.99014889107411,0.0156708808591662,9.95112324432804,1.347837122282822,1.6493968200683575,0.4104627148540446,0.5616718527187444,0.5558933281666596,0.5635389943980349,0.5576881134994128
1,9.030283318574195,4.660227211664245,-0.14666062593460083,1.2313490208340063,8.363771959762673,80.45286312260544,0.0262943602275043,7.238523849346141,4.652839151880582,3.111656036376953,0.7190146924693065,0.5216612625435854,0.5202281895766101,0.521400052631348,0.518381713813101
0,8.81457350904731,4.410670520932359,0.08871512860059738,1.0485729599182472,8.163917924207079,81.80563979793956,0.0374163315445175,6.868663359991998,9.135637485919728,4.041496582031244,1.0075072365838664,0.5447432779262852,0.5434365748953036,0.5401004683892866,0.5301130987611656
1,12.365566470247876,8.045794437584508,-0.29911449551582336,1.3479827305274594,12.612267201812031,82.30731986427924,0.0267216084567443,10.756128557813778,4.550467032990855,2.9048765563964776,0.7541938604389835,0.47658745748200926,0.46736866713877256,0.47927729792569795,0.4627586761176276
1,11.162415258293269,6.761755393119158,-0.08216764777898788,1.2850043729466891,16.167615263301446,74.48379122157773,0.0207547503258153,9.55297734585917,2.6370407414891,2.534936676025387,0.5741342113880147,0.5209003614051468,0.5225056705710656,0.5209369960265167,0.5344694489458647
0,8.197183867295523,3.7258330675308606,-0.4021771550178528,1.2695693654215152,5.753207091511541,69.8917958877827,0.0244354532989219,6.117742325615687,3.1901774226110664,2.7750143432617254,0.5648165562916039,0.490126356733322,0.4855696786839425,0.4950112602722799,0.4814695612281253
0,11.027856483358018,6.594744202125716,-0.2433282881975174,1.3467962745998443,14.08817372162161,81.80563979793956,0.0280443273233954,9.41841857092392,4.896343106550839,3.1191717529296943,0.7823316996765852,0.5071866124149729,0.505759936689523,0.5074293821174785,0.5190207146839406
1,12.518106146055157,8.180139641933007,-0.6504444479942322,1.3532871748828808,14.46286717106302,83.14124076778573,0.0210581681086744,10.908668233621055,2.657024732370506,1.7455586242675805,0.5763055539783676,0.40413359830776024,0.3941605002579537,0.4079012819872526,0.40081123534844604
0,8.636153833347139,4.7612087370332885,-0.9091591238975525,1.127499347663136,14.027549099805176,72.4901182209313,0.0228745739322503,6.968230848442583,3.285329636729293,2.454760589599608,0.484423784122457,0.3333917857942725,0.33362590353158394,0.33249996274047317,0.33019295959922373
0,12.635446357139411,8.27130762750235,-0.7883122563362122,1.184823273114,14.15271224275918,82.00488825926907,0.0129194032056198,10.689536208084098,1.0831172189120202,1.5955969238281222,0.3679533290568282,0.3238232142765874,0.31638027213903475,0.32512613391770967,0.2973668637331415
1,12.569208914819503,8.147768749149082,-0.833304762840271,1.2512904569842662,14.46286717106302,82.59246513751714,0.0288127921128047,10.777449445591447,5.328520392674929,3.761702880859377,0.7299671494440643,0.33551694937231913,0.33435560918622037,0.33512393616847774,0.32617258726589865
0,9.6144036576305,5.161229176696286,-0.24211587011814117,1.180829789851177,8.982607107358067,80.61078269773564,0.0301872821173325,7.668493508575186,4.549512537405937,3.3316618347167912,0.7541147572987429,0.4851095197681276,0.48211685436939117,0.48932878508322497,0.4873781220712184
1,9.082866012137517,4.635154489752855,-0.9652705788612366,1.300980582174345,9.0315299063178,82.38092279445229,0.029352402877443,7.136955863082202,4.910955644383211,3.038732910156244,0.8375948257091519,0.37808123583007763,0.37128997205249586,0.38250735395795615,0.375153924589417
1,8.36165761750147,3.900843864859541,-0.16257789731025696,1.2094695595921974,6.500134894979077,74.08755193227837,0.0262845077057288,6.569898148273415,3.855461683526519,2.8613659667968783,0.6942137354164168,0.5368828162072361,0.5361635400390624,0.5398083505278649,0.54704815710273
1,8.473965173953458,4.1485228686530045,0.021486010402441025,1.5171717628103718,6.303570448564247,74.3917936836333,0.0179335349667713,6.528055024898142,2.0149428840208565,1.764619445800787,0.4731622794232271,0.616847960487594,0.6041358438020602,0.6212846959233137,0.592832958551613
1,9.525303099498624,5.144371248841465,-0.1626441329717636,1.2030536734796762,8.976939228969238,83.73009006100118,0.0235560833740538,7.579392950443311,3.2997545313549863,2.7138740539550734,0.6055075493937101,0.4947777664264897,0.49084783421966116,0.49680026443769254,0.48659355182383046
1,8.532603489321371,4.139294392767751,-0.10839493572711945,1.22336159619203,6.867022937348237,78.41229527762442,0.0263148544834613,6.5866933402660575,4.763385930285416,3.207590637207029,0.6580540134148576,0.5279343732371254,0.5265145557905826,0.5272906730193528,0.5170284287565547
0,9.177198822009842,4.741844110129588,-0.18982398509979248,1.49090661377859,8.39781426729755,81.45752214336339,0.0277045197795588,7.385439352781786,3.721497092223866,2.2197363281250064,0.6820462862064298,0.5743177704687169,0.5638393727881372,0.5808264412161032,0.583726830852921
1,9.8257117158316,5.414632638169709,-0.06135201454162598,1.031751464028969,13.60266590583991,68.52509211322237,0.0177292056188088,7.879801566776286,1.8644498091534416,2.058113861083988,0.4827589731368855,0.4902591371636813,0.49092137704279853,0.49134717898194463,0.4889528691701567
1,7.8354962325877375,3.464696952926378,-0.10183440893888474,1.1029932869781682,4.868415338667169,65.33211819804028,0.013734965651655,5.889586083532424,1.120148250130005,1.6933721923828084,0.3741905013041494,0.5250555387905784,0.5226330220378655,0.5266184047596036,0.5089211877448221
1,9.030980444666325,5.312077803379211,-0.4087775647640228,1.0830440632009932,16.86076244386139,68.70485667040434,0.0112919239950346,7.537847553642943,0.6328671408402442,1.2211766052246045,0.2515685077350192,0.41170350844396414,0.4124000200387364,0.4082521978842989,0.40305705839143663
1,11.705899976278198,7.218969432841426,-0.587954580783844,1.5196755642299409,15.762150155193282,81.60822794133738,0.0293211625954461,9.914140507050144,4.471222841054644,3.2032550048828146,0.5864641664608886,0.44255982838028207,0.44076058858644385,0.4441792204614579,0.4570493112661102
1,8.96702102158101,4.599118922800841,-0.046223320066928864,1.471709140835934,11.396930638835782,77.06663058578927,0.0322411775752427,7.357583109146908,5.177614258237154,3.27146316528321,0.758479052537024,0.5983445793972031,0.5975732359885434,0.6005026432530176,0.6233632608743707
0,10.694743934363576,6.3530349422797725,-0.29902151226997375,1.2366660428004537,14.08817372162161,76.40014315307008,0.0297037567586439,9.085306021929474,5.576840858856542,3.471770324707036,0.8349282049116964,0.48012036418024834,0.48029273201726974,0.479570910957649,0.4859794211357849
1,11.214339074368883,6.872508385637874,-0.753135621547699,1.192333717220125,15.25132453142729,82.43763508013376,0.0155359340185535,9.422579605140829,1.26672284415653,1.6854626464843778,0.3559105005695294,0.3472569807895376,0.3466772663873472,0.347024439301142,0.35010230746832716
0,10.301180364468122,5.931342784277218,-0.8088841438293457,1.277781356573875,9.79088831540282,82.52032497380746,0.0210513459385532,8.355270215412807,2.706596317107854,2.410725250244139,0.5483912144838708,0.3703479381744915,0.36367808348569947,0.3734081648915982,0.355310538584155
1,12.800729515377457,8.383897724749849,-0.36482661962509155,1.2069921537273898,15.25132453142729,81.98952897916685,0.0227208027984038,10.72128797369762,3.029828353027696,1.9809161376953175,0.580213404516696,0.4181937766729693,0.404521287094955,0.423699694524711,0.39208868015524967
1,10.614419696738793,6.239183062898936,-0.6542189717292786,1.0728872703746306,15.25132453142729,79.23970883411899,0.020846473988755,8.534978155058955,2.6135108321199367,2.478766021728517,0.5112250807736194,0.3506794183883225,0.34963314148067254,0.35171823188333234,0.3430387332084262
0,9.960760495902546,5.575842743212637,-0.9425930976867676,1.407448589293105,7.355441696952316,79.52040177843405,0.0162101628920621,8.351322583468445,1.6314955953115364,1.775276489257808,0.4515937880595148,0.3869682248468382,0.3819063572899036,0.38900523703751455,0.3855219694449852
1,8.744197745176333,5.060193770285815,-0.253917396068573,1.3433638095420752,12.11583031549814,80.13680924145876,0.0240797976272003,7.251064854152954,3.0294343691259797,1.9034516906738328,0.6153692356144784,0.5111149642624286,0.4978089774885789,0.5155569442634325,0.4956130729392372
1,9.656637359567185,5.22376268325017,0.056426532566547394,1.254794091996662,16.167615263301446,69.20176091825014,0.0200160978376877,7.57719581788735,2.1677770731116817,2.233964691162111,0.4907790941295598,0.5531164348326205,0.5508782546939796,0.5555283179133903,0.5520537220143545
0,13.967822257549056,9.635632721849868,-0.6674824357032776,1.160039956743745,16.167615263301446,80.9982185159569,0.0323283073926433,12.02191210849374,6.131213588889983,3.034863433837886,0.8253762501557148,0.34548482411242554,0.3322844122132915,0.34968958996818944,0.31612810099278094
1,8.423261980067887,4.031281376406822,-0.3364987373352051,1.2218042597076977,7.280929624235862,80.05129320899697,0.0206018162189087,6.631502510839832,2.231269712948816,1.9480226135253875,0.52811808728598,0.490747217617206,0.4881595583143445,0.4935572534604466,0.5009422950990096
0,10.862937155703044,6.4729963299572,-0.91485995054245,1.266084365703004,12.612267201812031,79.01269191937212,0.033575769642774,9.07117768647499,6.584593038044078,3.5279669189453124,0.9072343301239816,0.3633153739510659,0.3579778448391611,0.36531987410671635,0.35874504392616124
0,9.842492360819111,5.437004974192124,-0.6711132526397705,1.3286974599072965,9.869585556740182,82.054617393862,0.0186970142220182,7.645267783482892,1.9109192659024845,1.6809530639648482,0.416797232792952,0.40644128204626756,0.39477767384758083,0.4112418530702903,0.3833315703209855
0,10.049586684077866,5.671703779851556,0.1480865627527237,1.2159177610241287,11.75481696996081,81.99316441138859,0.024130938435851,8.257827214849812,3.5040083691669808,2.8051615905761764,0.6618164746709412,0.5611288066450842,0.5594214928606572,0.5621495061841657,0.562795249969679
0,12.470637948156597,8.05982787229581,-0.3227967321872711,1.187305473126894,15.762150155193282,74.63288497888496,0.0174121965890327,10.52472779910128,1.7895060223281094,1.950727691650392,0.4459080650547835,0.42581580797406754,0.41907417508189726,0.4285925963175417,0.4073123909742068
0,10.21623340183936,5.82447937030437,-0.7483898997306824,1.0627937616040215,12.612267201812031,82.06293571352074,0.0261250502874072,8.136791860159525,3.619451976369898,3.0838307189941405,0.6341619120601351,0.338451594094021,0.33746139450468365,0.340920613870842,0.3342277813646303
1,7.541874115142245,3.2150741144353856,-0.2649180293083191,1.1086275329413946,4.065601203529972,57.99423344560479,0.0240414353329263,5.75011464591419,4.078739089654409,3.0186685180664075,0.714032482599217,0.5194650772551612,0.5177403102838514,0.521862131796153,0.5047969916389607
0,8.912825041489425,4.45789293404177,-0.09011942893266678,1.1598132186553802,9.239567281051547,83.55656842936597,0.0224483883397479,6.966914892434108,2.578164025795413,2.122909545898437,0.5676887379756855,0.5168107560661108,0.5140576778826558,0.519867233684147,0.5258781852736624
0,12.127680877916331,7.822526342155146,-0.4486255943775177,1.2705939083059608,12.909518725279964,81.58942191839053,0.0276613954175787,10.335921408688275,3.964949436389485,2.432250823974604,0.6637393595204442,0.42933414891266325,0.4179041726920814,0.4350542665244043,0.41874530964162776
1,13.15428421697051,8.776636911206145,-0.1516628861427307,1.2185486918009074,15.762150155193282,72.96577995410023,0.0262272249244353,11.362524747742455,3.692723061231494,2.750549163818364,0.6076777979514715,0.4675874634168604,0.4606226514998875,0.4718076552119406,0.4572780246297487
1,9.354647827440909,5.513309602212599,-0.6138233542442322,1.246472853057639,15.25132453142729,81.99316441138859,0.0272850969104966,7.53513647847105,3.88628614760993,2.672386016845703,0.6571221895177936,0.39826663788614114,0.38913494582772606,0.4017736246833937,0.3811222636357153
0,8.398580838888648,4.044736436270732,-0.6324004530906677,1.2936616145989115,7.102705369535469,79.1262494126774,0.0288688980121317,6.452670689833336,4.3666616035322425,2.5174725341796846,0.7388049136555132,0.451829402997721,0.44195105854268424,0.45804588169979626,0.44815734747074387
1,9.927144068683672,5.552042480112272,-0.09113230556249619,1.3516964329915913,10.3342675842906,81.41190595223009,0.0215417486376271,8.317706156249573,2.454046043768781,2.1331707763671863,0.5538553560913694,0.5479301652013107,0.5448551523152075,0.5502772640433515,0.561621462939149
0,8.242983885892944,3.877684302241484,0.08875981718301773,1.283368026528794,5.653180772016051,71.09553591714865,0.0236492484141034,6.682273476851535,3.4844203063151507,2.895838470458981,0.6222200670283743,0.6021221027438393,0.604129806511898,0.6024861170701765,0.6132080335333493
0,11.762581858894931,7.427650416705,-0.1685549020767212,1.3392749191213718,12.612267201812031,83.74383059089597,0.0203633157790106,9.970822389666877,2.4761192804266234,2.1526870727539027,0.5245229875723724,0.4931669261482716,0.4840578501852088,0.49613328786977734,0.47826689746591755
1,8.875437874593754,4.469544981386844,0.0628037378191948,1.2541689189142018,14.375855794073392,54.82819871462252,0.0200298458802279,6.9295277255384375,2.2382194998949068,2.260334777832035,0.4730982455996752,0.5820692345527424,0.5819713229625039,0.5846092082272646,0.5850828142076001
0,10.83277380911974,6.383706380417364,-0.13247163593769073,1.3340273863073524,15.4744680827415,77.85433289025391,0.0120433631346334,9.223335896685638,0.8197630691812084,1.3717845153808617,0.301802560400966,0.5148269608235168,0.5175276596267883,0.5118155514367163,0.5314837278313798
0,8.067964862982164,4.375070659810472,-0.4121665954589844,1.0470258942538524,12.612267201812031,70.94366012406957,0.0304315655463437,6.574831971958785,4.628666172231408,2.9252026367187454,0.7171445052142875,0.4348243138371893,0.432495178633275,0.43695056218587086,0.4356803415448116
