label,BERT,Clarity,NQC,SMV,WIG,nSigma,ENet,L1,L2,LogReg
1,0.30453431606292725,1.1973593243115364,0.0532640580923136,0.1775598026065211,0.6302359294891354,0.1592660858018613,0.537158750758618,0.537428250022172,0.5391244322199025,0.545045892347738
0,-0.026822980493307114,1.5680286609607244,0.0576788541466392,0.5025557006415875,1.0719163894653314,0.2506381107896371,0.4722858011272561,0.47228439258295274,0.4725279886915426,0.47352214625771394
1,-0.22155466675758362,1.7056424236052758,0.0940625572225637,0.9009105105025448,1.389580001831055,0.3355798173502365,0.4363829360635361,0.4366764820480078,0.43752290412733696,0.4352062438203569
0,-0.0526912622153759,1.5628643749482736,0.0770279120911314,0.7317353221824904,1.1691080665588371,0.2851384307436361,0.46894249068641497,0.4692331314001166,0.47032551409218976,0.4711759945587276
0,-0.23236197233200073,1.367457727139145,0.0632895230316325,0.5430810827477075,1.1224301528930665,0.2456467840773069,0.4285792253460504,0.42891424594720523,0.4296777908393012,0.4286579336875377
0,-0.842447817325592,2.2357308407134604,0.1116353444205726,1.218360718614887,1.6176959991455078,0.4171948360546881,0.3174962790549867,0.3170638348439476,0.3178882637903335,0.3142349589494086
0,-0.6102917790412903,1.7440145319322455,0.0957231610230758,0.8698943989119153,1.1329360008239744,0.3108937651552939,0.3557550263768493,0.3556617933797053,0.35822917106161556,0.35981503423499606
1,0.1887645721435547,1.8146284871476377,0.0957792406344251,1.0756030086859392,1.6240822982788097,0.366674755179222,0.5255167276191134,0.5259355957751856,0.524848617978144,0.519754818256494
1,-0.16580623388290405,1.400687708753839,0.0562344951354326,0.5274253377554668,1.221122093200683,0.2420801836296457,0.4423228333775816,0.44255313841936095,0.4419124398153457,0.43821885153603185
1,-0.2515113949775696,2.7582510972342478,0.0691671878038543,0.6558365470346083,0.9524285316467292,0.2863207438858142,0.42707727038459176,0.42457766575412015,0.42295212626148226,0.42629963946546723
0,-0.41201919317245483,1.3795836363248817,0.0681837676579779,0.4752282711445218,0.9663760948181158,0.2437284019006919,0.3913910704039684,0.39164320039789197,0.3939576448888794,0.3960712772923881
1,-0.18925215303897858,1.8763591569345293,0.0984784343738654,1.396475970411275,1.845072059631347,0.4178031789029486,0.44827361798073223,0.44881565522887806,0.4482192578672696,0.44203461370860875
1,-0.2171652764081955,3.521090692802141,0.1854523373792043,11.707876059729305,5.70809808731079,0.9312335738953234,0.47436952420996087,0.47479059130583795,0.46063888870849895,0.4323502812693098
1,-0.4817191958427429,1.6056735157375384,0.0572756340254892,1.0097843281191077,1.6100880432128906,0.3349600852040446,0.3827102905655523,0.38307397599107595,0.38240835805790685,0.3774795028096859
0,-0.45910370349884033,1.3120795957551934,0.0390827328224056,0.2066145341338097,0.6442779350280758,0.1370515941779225,0.3755619147301713,0.37510614107891016,0.37624703989167474,0.3790246502759595
1,-0.35839059948921204,1.5685663731954498,0.0675710028135913,1.0862328259682126,1.7537059211730952,0.3474083133989316,0.4086194823843148,0.4091983154625532,0.4077498264199639,0.39958191026291817
1,-0.009031716734170914,1.2031364273131204,0.0428086460541278,0.1361685478417322,0.5812178993225097,0.1230034090953635,0.46808858544092363,0.46791411355669904,0.4689584821912565,0.47298260083015137
0,-0.6503374576568604,3.214936640908364,0.150540728740782,6.093194850808691,3.732460517883302,0.8228132534724112,0.37765009352007206,0.3780717108488321,0.37526965117730987,0.3678791355787612
0,-1.2567219734191895,2.6663521976552,0.1442609813412459,3.398127773317754,2.476284008026124,0.5558063571652004,0.25273182914761244,0.2522714703442627,0.2516705689399083,0.24439996630812505
0,-0.10621673613786697,1.6574302439122892,0.0845642761209619,0.753013339165632,1.3367640495300288,0.3068006965371884,0.4589334062830914,0.459138503887667,0.4591877360343286,0.45612489826394964
0,-0.7861360311508179,1.5363877432239124,0.0715216621841565,0.7505739283743179,1.138161907196045,0.2612163729335784,0.31943114084388397,0.31932258235602784,0.3207125192602607,0.3195791122994785
0,-0.930620014667511,1.7463738870902843,0.1096003144629046,0.7956101331303067,1.3956389045715338,0.3153589488841062,0.2960632676636934,0.2958604311553393,0.2965636652849936,0.2898839196414538
1,0.09845404326915741,1.5496143637158704,0.0566872301738749,0.3219966640280904,0.7632063102722167,0.1891491663059403,0.4951303098969277,0.49473125476565977,0.49527940505283324,0.4990379251593031
1,0.005393272265791893,1.4264749304179063,0.0705167733542088,0.517393276078003,1.1548002624511715,0.2543111470418675,0.4793736644459017,0.4797337734531427,0.47996830019946374,0.47827390965345523
1,-0.12054314464330673,1.5373954102145126,0.0734507844749384,0.6250475284313393,0.998246250152588,0.2795191246657684,0.4542007608182884,0.4545125854729807,0.4571323716897253,0.46220499595277387
1,-0.11176905781030655,1.1271577420410703,0.0544288660301285,0.2130545577696222,0.5749360084533691,0.1631925847616942,0.4488251260916172,0.4491537771516529,0.4524812316685751,0.4598904415343675
1,0.7578282952308655,2.039789172316936,0.0828317978144934,0.6891170476775256,1.2080061531066892,0.2934955382279102,0.6386440020864027,0.6382067032476159,0.6362014489539708,0.6360215898698641
0,-0.45879605412483215,1.4155093277375432,0.0657908362066059,0.423947474608514,1.059342155456543,0.2170374966601429,0.3803432740995308,0.3802490061451896,0.3805086840532503,0.3773091857059669
0,-0.2084716409444809,2.402702549532942,0.1062590978864198,1.009023732213094,0.9674706077575675,0.3551449936668638,0.4403410293523759,0.4392787162472631,0.44227118031794177,0.45153545289165314
0,-0.11431068181991577,1.4139377792157122,0.055866848668036,0.3062377275093854,0.853108119964599,0.1956520276886318,0.45030426444653904,0.45018842491638766,0.45096325026133055,0.4526359610087853
1,-0.5954104661941528,2.907951820148144,0.1161408383932406,1.5252346580086775,1.697274208068847,0.4366398198184457,0.3659628156624605,0.36425354030292445,0.3624527569920849,0.3577089464098029
1,0.28967851400375366,1.620727913366625,0.0753305048168729,1.04425171571034,1.687670974731445,0.3406287838868876,0.5453124466706427,0.5459737832578572,0.5437296107029107,0.5368226020606943
1,-0.29931241273880005,1.3780681208407988,0.0501131769665346,0.3707597606648353,0.934011936187745,0.2029668173932859,0.4120483441280965,0.41199804022044134,0.41269400566593584,0.41327146158382344
1,-0.6260945200920105,3.0983927002285028,0.1977868794950291,6.7602913564368565,3.478484134674072,0.939097708349474,0.38944205183219666,0.3911956500581274,0.39663038583930316,0.4068333592052792
1,0.06104123219847679,1.5658100317709431,0.0628999614049529,0.4254441964834676,0.8238658332824713,0.230609029659364,0.4897500497168398,0.48966039664540273,0.49140499498056667,0.49718597900250394
1,0.08193063735961914,1.900614645367369,0.0788590568871844,0.8327155257078489,1.5106427001953124,0.2885681073347935,0.49784252117876204,0.4973380564739359,0.49365678956108816,0.4841889000881014
0,-0.10349244624376297,1.7647597011753746,0.0690804525282379,1.0606786734731122,1.5109918975830072,0.3105242888279451,0.4597429461697143,0.4596911765054261,0.45791139442903744,0.45280372663932206
0,-0.22018080949783325,1.3890532766625578,0.0532006599308716,0.3223210692895135,0.794380474090577,0.1711780225086029,0.42654936316839137,0.42625069709067553,0.4268768739549344,0.4281579045723334
0,-0.006066497415304184,2.649118129656092,0.0862322597266777,0.8210139187157484,1.159656200408936,0.3203540850987677,0.4810696358065014,0.4791275223724043,0.47717815758014137,0.47786705442482447
0,-0.7298915982246399,1.361975304691729,0.0635666017546703,0.45017892777244,0.8934400367736819,0.2372179714346174,0.32862602842037103,0.3287555477272788,0.33173290357757945,0.33481294115299615
0,-0.3145405352115631,1.9113341893194489,0.0890867162173579,0.986663658692712,1.452026538848877,0.3754356818974669,0.41940531617129667,0.4195253467637697,0.4206422481904294,0.42030633440595105
