label,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,SClarity,SMV,WIG,nSigma,ENet,L1,L2,LogReg
0,14.884500638249133,10.520734487256156,1.3609094744727446,16.86076244386139,79.20822299230012,0.021349308515035,12.938590489193814,2.4743682394786446,2.1077711486816337,0.4974302201795387,0.4557584696142182,0.401056694966861,0.472100468212812,0.37406891390442404
0,12.327874087490487,7.908656092341939,1.190086430573484,16.86076244386139,83.01581296456729,0.0314667396668962,10.536114618262433,6.122792519354837,3.6160850524902366,0.8248092385081022,0.501410344081027,0.4978394575211734,0.5023474031872559,0.4973993549640414
0,10.27925342846384,6.628139794986748,1.2683275675984111,15.069002974633335,62.00483329600262,0.0253272107850022,8.786120537440459,3.774030200850429,2.7174649047851585,0.6868433410220293,0.5737303818549517,0.5258589716414047,0.5877905447946459,0.5040315933798022
1,11.953704842872046,7.643120255850687,1.3466601886506324,14.914852294806078,83.20786123274856,0.0153446131180519,9.87426330119221,1.5042852962000992,1.9784075927734384,0.3401679784369096,0.4838094337470457,0.44417955771133,0.4959534800375198,0.41928050917593324
1,9.631304829193995,5.973701282672892,1.5791312220698066,12.169414561632248,81.80563979793956,0.0148965560591652,8.138171938170617,1.348678284170549,1.8207513427734308,0.4105907762253294,0.6059734759924751,0.5581756659625279,0.6204225433093106,0.5305557736663319
1,7.609622644166452,3.235610705740685,1.3243304891754308,4.868415338667169,65.33211819804028,0.0256979039414751,5.530181102486616,3.810438815170637,2.9536772155761764,0.6506781774229986,0.6662406562075474,0.6316053776721148,0.6747473907772348,0.6209924257331343
1,9.16941777207998,4.7975816677434535,1.3245270444814814,12.570303002713,67.65370556652243,0.0323896150267815,7.377658302851925,5.7316104489144575,3.3348814392089823,0.8464344665207738,0.6634495825725664,0.656975020256148,0.6642856039344958,0.664323513102802
1,12.185014706620011,7.744388662108212,1.195781562133132,15.25132453142729,81.80563979793956,0.0292199097521571,10.239104557564698,4.339655094015243,2.5538526916503974,0.7365167253714646,0.5213441790092646,0.4969397083743529,0.5261609517546233,0.49774795422277407
0,7.522603052803904,3.0827099067193138,1.2447396508701751,4.774842514463916,64.20552977313777,0.0370690528804078,5.730843583575847,6.483723722626479,3.556476745605471,0.9002585547098731,0.6912888693138352,0.6903886017314914,0.691620241408794,0.6914380327970892
1,4.735776169180586,2.0376158302640817,1.2108085635852583,4.598692335912434,61.3801603181302,0.0200397759178595,3.7701134217201258,2.221463903010008,2.1937973022460966,0.5633400271099922,0.6352361147639918,0.5826749515903122,0.6524538795056304,0.5406339229983171
1,9.757802630798777,5.417881446162631,1.2350334160940049,8.370940449241285,81.99316441138859,0.028211086737302,8.148364718364675,4.2481904088699896,2.7703636169433525,0.7287137991754711,0.5982083489471411,0.5982659080644253,0.5980224177062985,0.6022141544981466
1,9.983580463337622,6.382075970240941,1.1577176315671258,12.612267201812031,79.41101689093821,0.0142550550596171,8.490447572314244,1.234439395607542,1.5087667846679755,0.3928166550070691,0.4902713278052055,0.452594546972464,0.5021108759074854,0.4270587249767139
1,10.424409809916789,6.035274485687485,1.2902146774843557,14.027549099805176,79.9073582403041,0.0189196879920836,8.632650340688734,2.2588868714881305,1.6825599670410163,0.5313763816128981,0.5992999123579079,0.5907837527222716,0.5996265926484099,0.6022707012928675
1,7.749362399198106,4.069867264396296,1.4066894544946105,9.398547504093202,83.07129483010665,0.0294689567806522,6.081439414293552,4.613246751007968,2.379561309814453,0.7159490012104345,0.627177340866196,0.5877100096904458,0.6377033352216206,0.5655114162788467
1,10.198774494281611,5.897034698549359,1.3289127536271357,14.08817372162161,79.6604531238375,0.0212091310149105,8.407015025053559,2.470605112167541,2.079453735351569,0.497051819448188,0.5798425743666603,0.5746034530838015,0.5818923552091462,0.572990061855548
1,8.368283128961071,3.911466619304732,1.2400321365415825,7.537629244410087,80.6717293752176,0.0120825679962986,6.422372979905759,0.9316009351825982,1.4165153503417918,0.305221384438017,0.5967958251729358,0.594963470296004,0.5970308814803597,0.594479541008496
1,10.38793072400532,5.9368064395912,1.2842413095286798,16.86076244386139,72.77233882930707,0.0147251793274012,8.442020574950005,1.5047124651133543,1.8212548828124933,0.4088890728565436,0.5854668520007783,0.5788193512791437,0.5862389783268633,0.5879576564118104
0,12.127680877916331,7.822526342155146,1.2705939083059608,12.909518725279964,81.58942191839053,0.0276613954175787,10.335921408688275,3.964949436389485,2.432250823974604,0.6637393595204442,0.5243203049590281,0.49693648989409334,0.5320795752305995,0.4840818558771672
1,8.116026489490926,3.674808461517324,1.189128708101131,6.346612982404261,74.2532844696896,0.0220318300424199,6.324267020262871,2.794314922589173,2.2852909851074217,0.5572068160416216,0.629779385966117,0.6336075387272893,0.6284707035566793,0.6393520960405062
1,8.155268808096384,3.7805929799179694,1.2810976078822045,5.52003792230114,70.73658359882629,0.0245790685170604,6.209358659041069,3.8991091922054526,2.9896142578125047,0.5953691896787048,0.623707336169532,0.6063200285023624,0.6293826701072399,0.5926830377964022
1,11.692378140942436,7.364749435317701,1.5339261241575748,12.160282078068976,82.83726860062569,0.0174501133242129,9.90061867171438,1.62565164041894,1.717583312988276,0.4507842666424456,0.5957281326288811,0.5588626526782356,0.6056182593767194,0.5471491054208591
1,7.737916430687418,4.270714062765264,1.3148481513001264,12.612267201812031,70.94366012406957,0.0127972762048399,6.450366100740139,0.9602878726622088,1.5481500244140596,0.3464620961703835,0.6015529865939179,0.584980833194815,0.6088793611954976,0.5661191357561557
0,9.747646609224748,6.115991084246015,1.2733594149551313,14.46286717106302,70.94366012406957,0.026389007796123,8.254513718201368,3.8125598193615375,2.4776994323730523,0.6903404793434846,0.5732825202149215,0.5330336555097159,0.5848402134365386,0.5145981359055585
0,13.200621479460304,8.8052460286621,1.3167968688838214,15.4744680827415,81.91258428210419,0.0302719975536627,11.254711330404987,5.7491857384927805,3.308077697753903,0.7582338516904122,0.49435001556228186,0.4585887370391032,0.5045831621753588,0.4384264006198356
0,9.609941507702308,5.166000743424704,0.9676330521609652,15.25132453142729,81.80563979793956,0.0170953281045411,7.412716930366088,1.5023217704993386,1.711186676025387,0.3875979580053716,0.47728649656057026,0.4765676529418416,0.4760529087900129,0.4821308016086644
0,9.145622264690472,4.86976891752643,1.1902913507797446,11.396930638835782,80.47090533201936,0.0184065190755105,7.353862795462415,2.0891341688382146,2.0680329895019463,0.5110203235731205,0.5779761036170487,0.5721545416066551,0.5784110370263048,0.5789761077503051
0,11.026645516719508,6.699785982278975,1.2786012136618683,11.017218026830031,81.80563979793956,0.0119389288626776,9.234886047491454,0.7442880576119991,1.3458502197265647,0.3050180440588718,0.5318839633185054,0.5135015883319837,0.5376822808528593,0.5018743094477055
0,9.36265096194513,4.922547879954886,1.167385781742502,10.76268816169515,76.56234298294211,0.0353305022617838,7.16542638460891,7.401154931536666,3.8501931762695256,0.8202635347882614,0.5444379512649394,0.5288549053334981,0.5492557001497032,0.5092505355544866
1,8.989276070256588,4.596278456292036,1.072646291132339,9.66108409817022,82.24638895198333,0.0140683090005077,7.197516601028536,1.2356660632538785,1.6225267028808623,0.393011778330796,0.5500845517542698,0.5597038939414494,0.5466264921786814,0.5693545905193828
0,12.930695737362557,8.643258177509312,1.1990050169251358,15.4744680827415,83.14124076778573,0.0130680526386879,11.1389362681345,1.0405803343081557,1.437220916748043,0.3400294651134672,0.45616695507569116,0.43203502069585353,0.46352444185744357,0.41852796259521624
0,10.410180770599736,5.969782592829143,1.1083571670483243,15.069002974633335,81.75183573159445,0.0188208909244053,8.464270621544422,1.9196084363647736,1.6598171997070297,0.4381333628434125,0.5191140769811439,0.5237182787910442,0.5172117257005127,0.5304306308138793
0,13.234330978238138,8.834567592482035,1.2490479827678662,16.86076244386139,79.69648445453127,0.0291300985786506,11.624893065804036,4.220158647437138,2.2318432617187467,0.7263056043633714,0.5362208813121514,0.529063548764715,0.5378050405051608,0.5336841635336793
1,8.126728457641677,3.646217635660765,1.0648030489446605,5.181619397845767,66.28881550078336,0.0406752405957204,6.180818308586364,7.988862887418661,3.4237870788574285,0.9993036880384925,0.6414319128651942,0.6349018061608582,0.6417970940371658,0.6340487256715375
0,11.613524189453091,7.657144502475981,1.1293573824317111,16.86076244386139,63.80467357250602,0.0195274853724795,9.794012840483234,2.217293118208181,2.2182818603515564,0.4298539595227063,0.4665680737780924,0.4286851146692694,0.47996609273445356,0.39903654990036064
0,9.957247920874602,5.554372065727465,1.2678286286977862,12.612267201812031,76.40014315307008,0.0221166750727458,8.3478100084405,2.940019340269331,2.59160751342773,0.6062197765939893,0.6104511789070854,0.620313046718686,0.6076174896324151,0.6337497726344378
1,8.672136558775136,4.2617585998124845,1.2055771862144498,7.445605437263883,78.7474884830647,0.0161881858169688,7.062698646341036,1.4327773150724534,1.8704203796386656,0.4231987291853044,0.609325723551203,0.6258553576955493,0.6054311006774373,0.6344073045342519
1,9.656637359567185,5.22376268325017,1.254794091996662,16.167615263301446,69.20176091825014,0.0200160978376877,7.57719581788735,2.1677770731116817,2.233964691162111,0.4907790941295598,0.5933035333355173,0.580438158273218,0.5958424131182016,0.586326334197967
0,8.825460371781004,4.450639473050159,1.212102087672184,6.649312364578337,76.55792612029293,0.0189081145378506,7.033700902552948,1.951107348757208,2.1584724426269544,0.4938506035175526,0.6007102678640465,0.5918958272733141,0.6029904582161526,0.591853109069237
1,10.621873855107866,6.165843534500463,1.2273378255384744,14.08817372162161,61.85428513785706,0.0240823841011477,8.675963706052555,4.294249258005729,3.150428924560548,0.732653504223324,0.6096456012165734,0.5810164341668221,0.6151486849723181,0.5874069205300755
0,12.041829275042838,7.641291999816648,1.4976227670322595,13.8650301703074,79.41604983152142,0.018460191678671,10.250069805814784,1.6875455707584277,1.6268041992187443,0.4592855281247205,0.5958570782205199,0.5669746785659241,0.6036151683159603,0.5606016526513087
0,10.15292045354691,5.787937632581482,1.046428488885109,12.612267201812031,74.5398959625102,0.0148070986161772,8.207010304491597,1.229047097471374,1.5642021179199213,0.3695413219220964,0.510612094265747,0.5014509015504018,0.5128054587078777,0.49976072978982294
1,10.17642506794254,5.803330406004807,1.004431223085034,11.418344733339598,81.80563979793956,0.0331319434959924,8.096983526262703,6.460798468657861,3.158413391113279,0.8037909223584115,0.49180320211744644,0.4774603098621925,0.4947745875748632,0.46659276254465903
1,6.793220311127107,3.032992660152249,1.0896096517676586,5.6693654321267735,69.94525589883574,0.0190724057825757,5.125297326222552,2.081808348003839,1.913763580322269,0.4809491019506047,0.5848931550919484,0.5569047269667836,0.5932900211576821,0.5375790361601354
