label,Clarity,NQC,RoBERTa,SMV,WIG,nSigma,ENet,L1,L2,LogReg
0,1.085467342091186,0.0151148311116563,-0.330471009016037,1.371148418759694,1.7997271728515647,0.2839996291173732,0.38940297965243886,0.39611082165019595,0.3934159721136315,0.38049052824312835
1,1.3340045555273063,0.015896812469939,-0.4909656047821045,1.5401279433535178,1.8414630126953164,0.4387664446139765,0.42347049589922864,0.4198085091240276,0.4254730497834412,0.4261513269031238
0,1.065835655625737,0.0269610883198857,-0.4915596544742584,4.016577997332083,2.604313201904304,0.7085705678805114,0.3858486348899645,0.3814965872675204,0.38671632073994616,0.39035042187077174
1,1.3130723301216274,0.0211744750752902,0.4829460680484772,2.5010103252344065,2.305881042480469,0.5591299407600177,0.695925897189018,0.6914698936207607,0.6943789317774498,0.7003362785404552
1,1.2688897514348456,0.0150514795537432,0.3601658344268799,1.105534013751306,1.46951919555664,0.3717415119661957,0.6477339523093975,0.6459804681701987,0.6468401289411485,0.6494231986795569
0,1.184823273114,0.0129194032056198,-1.023753046989441,1.0831172189120202,1.5955969238281222,0.3679533290568282,0.25373010907690047,0.25300441618910957,0.2569259874591277,0.2534927131729766
0,1.1162484282667362,0.015526702090997,-0.7873855829238892,1.398128435145895,1.7428456115722684,0.3279456375149223,0.28610661515297486,0.28937668043406045,0.29021323092286583,0.28110635965319697
1,1.253018098887732,0.0304661574972942,-0.5449167490005493,5.158384486641153,2.6226409912109374,0.757069238477576,0.41378176827890045,0.4102915251950089,0.41511985851898997,0.4167571110274824
0,1.49090661377859,0.0277045197795588,0.12002116441726685,3.721497092223866,2.2197363281250064,0.6820462862064298,0.6547023587755247,0.6467946334717947,0.6534110463546235,0.6625769791112669
0,1.3326349674998692,0.0249674844639106,0.46349605917930603,3.600825259154074,2.640385284423834,0.670897277825942,0.701456886775616,0.6961791241103642,0.6996127670680123,0.706785161768291
0,1.282365408737944,0.0182562721864469,-0.633856475353241,1.7884044023632537,1.7521047973632815,0.4728113263188676,0.3794105774472312,0.37520649477845963,0.3814511927266314,0.3830033020234822
0,1.3650100326322645,0.0199398764287385,-0.49398016929626465,2.257107851148676,1.961666259765624,0.5311670936659992,0.439941689925035,0.43402022701209775,0.4413472890859707,0.4452667688001177
1,1.117934986258327,0.0188485598632503,-0.8369786143302917,2.175995922727015,2.209793853759765,0.5575451195998165,0.29770554978815167,0.29314205779673413,0.2996645105599157,0.30209044357384535
1,1.068975829798546,0.0263146970109377,-0.42238813638687134,3.862561294346088,2.746997833251948,0.6948526187568561,0.40100812866767976,0.397001276584709,0.402040826936256,0.40488081038451634
0,1.2838599606092362,0.0279117815718791,-0.24566921591758728,4.559385493886255,2.878675689697263,0.6752322188615005,0.48878865475606986,0.4877638295613704,0.4906163977446293,0.48826336580835417
0,1.376833997513789,0.0488963260553314,-0.04549456387758255,13.48567396536702,5.079916381835932,1.224094856771367,0.5761981977548616,0.5882072326185871,0.5782438435593534,0.5606193125272801
1,1.287216014396766,0.0203238839673561,0.890114426612854,2.171916012137663,2.3115481567382776,0.5210465444825518,0.7779718975919847,0.7750621275061134,0.7759808519977075,0.7809122603904186
1,1.219907600303879,0.0210421141923428,0.36660319566726685,2.3329620472114763,1.8390490722656188,0.5091345649685548,0.6496485810625678,0.6466599185280413,0.648262237088254,0.6529200552363971
0,1.2572586402996089,0.0227140463064599,-0.3952198326587677,2.83927846712104,2.17004653930664,0.6368761336309596,0.4562897176639615,0.44796322364919827,0.456254394911335,0.4650722770973216
1,1.0387260426911822,0.0296248273452695,0.7559109926223755,5.711299143844953,3.1739765930175814,0.796610816999462,0.7182421111071525,0.7180788809409757,0.7156383825724474,0.7189090246000244
0,1.0064744615364531,0.0117403787860808,-0.5782222747802734,0.8654628673350147,1.2603010559082042,0.2256315147125318,0.3115346079944133,0.31808025100816706,0.3152658433023917,0.3035978987856106
0,1.1827506454413943,0.0161974721553828,-0.7863314747810364,1.4331477222418412,1.6725942993164125,0.3785693757083159,0.30750325074539403,0.3077546362278239,0.31088859449947975,0.3059785385225648
0,1.1560192014826376,0.023086491050789,-1.0484325885772705,2.9322258800427146,2.463225860595702,0.6054157538463459,0.2553325732478691,0.2518864413132878,0.25822067071348304,0.25799509210176347
0,1.3036071802622615,0.0299347823594346,-0.7105909585952759,6.450831068616099,3.874406585693364,0.7044272670112441,0.33950001600036755,0.3470834835638366,0.3452450097355103,0.3279497160041262
0,1.4709715558650158,0.018116601053766,0.3107232451438904,1.853147166981007,1.5921894836425776,0.4812934612818107,0.6870605156976408,0.6814367095449391,0.6854926442138428,0.6927905455888881
1,1.2563986925916577,0.026196511160336,0.2453625202178955,4.058100431637978,2.449645385742181,0.6714909142793931,0.6323191930110502,0.6286508632107621,0.6309847456469927,0.6361097176538182
1,1.2016259444280033,0.017705638923984,0.551807701587677,1.6970136833473577,2.0158535766601515,0.4605721554962041,0.6850689367594275,0.6826955998632611,0.6836096062129388,0.6875006453857562
1,1.3005630106967,0.0209939369490654,0.32750028371810913,2.3857874979560965,2.2469354248046813,0.4884452372534812,0.6440498544337341,0.642719864137305,0.6440696582406191,0.6444332597343669
