label,BERT,Clarity,NQC,SMV,WIG,nSigma,ENet,L1,L2,LogReg
1,-0.1530044972896576,1.27047965956861,0.0483806942361372,0.2034900191800715,0.6723725318908685,0.1594874678384133,0.43990612461090034,0.44051241665137125,0.4429056858444697,0.44553572388789464
0,-0.25527429580688477,1.4306064005033596,0.0757741468633517,0.4503102180343466,0.952352352142334,0.2236838587616079,0.422451422462044,0.4229629339897445,0.42663831035057936,0.4238191839242996
1,-0.30890950560569763,1.2780801185986446,0.0604866179478511,0.2750681112437546,0.6836539077758786,0.1854279210514676,0.40900092191972387,0.4095985233091869,0.4137445709456829,0.4169817026367166
1,-0.08879704028367996,1.9916100984178533,0.0530049658198449,0.8887774181056372,1.317572059631346,0.2842497970105035,0.46122068778654934,0.4615657723652767,0.4612453624590856,0.45619802995577063
1,-0.06285302340984344,2.4941890140302845,0.0884686923607888,0.7165540478748754,0.8599200248718253,0.2821650517525898,0.4665974538513128,0.466938226321828,0.46759970987661986,0.4704635479259462
1,-0.587954580783844,2.078841034302388,0.1065002029396438,1.2642168172946862,1.5613080215454107,0.311845230016761,0.3601914823977617,0.3606206943278036,0.36609108167755855,0.3471914605458343
0,-0.21981100738048553,1.375411371129824,0.0417617451294282,0.2642846201853859,0.8329620742797857,0.1817569187766266,0.42727616863307627,0.42785803622738683,0.4300652572902614,0.4295754468927992
0,-0.47423255443573,2.30930385469584,0.1309849482909844,2.204454883598649,1.933694190979004,0.524935101179023,0.3955622367324375,0.39556842472921366,0.4003461744470057,0.3990620066739525
0,-0.36799898743629456,1.328644225786564,0.0589460694334973,0.35028587519354,0.8503599548339839,0.1708522449353876,0.39599331043764296,0.39663170778087087,0.40085727013735417,0.3955242547468612
0,-0.27216672897338867,2.2582269587093005,0.1161545437369293,1.0843526789505342,1.2416941833496096,0.3471075207979565,0.42649672458289395,0.4267773453189007,0.4303204160798802,0.4267014554408322
1,0.019045468419790268,1.211673664546221,0.0626923887898629,0.397590075150606,1.0083780097961426,0.2101824802801936,0.47951760145734984,0.47997257417197803,0.48110668207662727,0.4799126215797209
0,0.18019694089889526,2.2319829710816643,0.1194110875490933,2.327623106177958,2.296228866577148,0.5085516587086593,0.532566668282328,0.5323797885321958,0.5307770886293374,0.5225400528121863
1,-0.5088852047920227,2.0986526462580697,0.092022356225935,1.7144049707805584,1.7379780578613286,0.4629261510733324,0.3848223054971999,0.38495543986039993,0.3889741820938579,0.38922445993121535
1,-0.4543135166168213,2.14462708177023,0.1480778352186955,3.624426035372159,2.74871145248413,0.6345975133344283,0.40625552020111694,0.40604674253716866,0.4107998823486302,0.40283451101135953
1,-0.2739104628562927,1.8068506349922968,0.0580381053882618,0.874777394195791,1.3206101799011236,0.2594042574521313,0.42075887095024966,0.4212075095731746,0.4230684991382019,0.41333342320858096
0,-0.10621673613786697,1.6574302439122892,0.0845642761209619,0.753013339165632,1.3367640495300288,0.3068006965371884,0.45893340372654223,0.45924010313708746,0.46100794135129936,0.4561248982127637
0,-0.28453871607780457,1.2407977946709996,0.0519844455708114,0.222954067178172,0.7015918731689453,0.1669408829414517,0.41291290224499166,0.41353936222261484,0.4171781955042803,0.4183577282675252
0,-0.05815362557768822,2.147263744721233,0.0910261320637426,0.9788186628948444,1.289436111450195,0.3297842161331228,0.47057226550799075,0.4708182900346137,0.4715948949733828,0.4691010437926553
0,-0.49542340636253357,1.818178501409709,0.0891700198565564,1.4880907958459582,2.038944034576416,0.4312903308454118,0.38566297735737426,0.3858508636165408,0.3896932493541009,0.37580200747055553
1,-0.16032074391841888,1.386925861010482,0.064978325536251,0.3393057987251909,0.7826965332031242,0.2059447130679708,0.441240851075679,0.44175977014571194,0.4445212920240889,0.44749903812683367
0,-0.5198370218276978,3.3861050798633423,0.1592853906143131,2.86365306840411,1.7150300979614264,0.6755211046456766,0.395292254141778,0.3950299830685599,0.39966903520539604,0.4198538692798779
0,-0.016986358910799026,1.431489775075945,0.0699925184411297,0.4266073187384884,0.9050439834594728,0.217717278122719,0.4723189674639265,0.4727709470339136,0.47426042610467467,0.47529597230913223
1,-0.12135975807905197,1.2970968576735245,0.0563638685295261,0.2547829687697234,0.7610842514038092,0.1784597184134712,0.4477482913476891,0.448308941647563,0.45058467547392267,0.45202958888361894
1,-0.48361021280288696,1.7366596789070066,0.0610402419581589,0.6785851243098727,1.1188219261169434,0.2201598646941212,0.37554835970703715,0.37612071454836205,0.3801810432882503,0.3696740298574918
1,-0.2689208388328552,2.264026267658513,0.0859067762219129,1.4392169572771,1.9092440032958984,0.3793701302523829,0.42915700972757626,0.429374694860519,0.43062731320036146,0.4125595532149017
1,0.40352416038513184,1.874503253360105,0.0727834856775465,0.5456824833519655,1.1070500183105465,0.2462344148146381,0.5634619729628324,0.5637096027720079,0.5604941647625398,0.5591022069524965
1,-0.28086355328559875,1.429064916355099,0.0704520297054475,0.4403612004211911,0.9520980262756348,0.200082074164395,0.4156923950099628,0.41625540366154234,0.41993346396952486,0.4141107247576691
