label,AvgICTF,AvgIDF,Clarity,MaxIDF,MaxSCQ,NQC,RoBERTa,SClarity,SMV,WIG,nSigma,ENet,L1,L2,LogReg
1,9.46679535718739,5.7961273241354085,1.2050563516379085,16.167615263301446,80.50354957893363,0.0271533341595436,-0.533340334892273,7.97366246616401,4.280861332888273,2.5934658813476608,0.7315105375939803,0.3840647060306933,0.3782121996435989,0.38673450992527264,0.3803004763752586
0,10.182926821178778,6.443385243134686,1.1636204876324945,16.86076244386139,65.57161832072428,0.0219421627243032,-0.029256854206323624,8.515003836274223,3.426130178920598,3.0258956909179755,0.5853315452733261,0.4886292676050218,0.48505412403127157,0.48974272714516526,0.46105017520367075
0,10.403588968546762,6.071625701616848,1.146502919711854,11.836881923015117,82.98167922351796,0.0209139894681926,-0.07231362909078598,8.457678819491449,2.281056450618728,1.98129592895508,0.5339775803602066,0.4928249924953753,0.48813770176416843,0.495097392069989,0.48437917270992714
1,10.336334991346067,5.890523087782542,1.175842554140735,15.25132453142729,53.4683272375889,0.0356217438370492,0.32017987966537476,8.950040630226177,6.634972142208431,3.157014312744137,0.9106983681637152,0.6520744926062146,0.6529364386436137,0.65360910799131,0.6809630362679977
0,11.39399491281139,6.942637360082255,1.2838599606092362,15.25132453142729,72.25419637443711,0.0279117815718791,-0.24566921591758728,9.196770335475172,4.559385493886255,2.878675689697263,0.6752322188615005,0.4570109049913995,0.4510593298393265,0.4600753717797869,0.4309882761737232
1,8.744424601351824,4.992621178226789,1.1639520139161634,16.86076244386139,72.86338412619273,0.0200033376152004,0.1595262587070465,7.251291710328442,2.363995765603025,2.2512712097168026,0.5125097034965425,0.5620358062170168,0.5609182033300286,0.5621605467305962,0.565416388213604
0,11.340715677471126,6.983136197817469,1.2737896439814942,12.612267201812031,81.02526156297145,0.0099933789320002,-0.3580818772315979,9.54895620824307,0.5978106311828072,1.065100250244144,0.2733611693307059,0.4148442323689858,0.4112501915650359,0.41544177434606033,0.4031332095958809
0,10.547385675992285,6.120226865190666,1.54187994622612,12.612267201812031,79.80061075341159,0.0297635023686763,-0.6210846304893494,8.937947763558183,4.691410197715996,2.6893411254882835,0.7219887809005218,0.42243634855210555,0.41639303377612175,0.4267286534043349,0.43742440562873625
1,13.16080091453962,8.757721160529707,1.352751718981568,15.4744680827415,82.30666799921224,0.0275735058886677,-0.23538270592689514,11.369041445311566,4.712140174281521,2.5279579162597656,0.7235821518498952,0.467745256236948,0.45960117836610925,0.4707522631105964,0.4551665308998378
1,11.14775168419406,6.840028750509131,1.307877561109807,12.612267201812031,83.11129457777638,0.0225646761317629,0.25307175517082214,9.355992214966006,3.2262318677947395,2.2849853515624976,0.5987238157387335,0.6042060108423525,0.5985085833010312,0.6056018930897986,0.5944235043367314
1,9.840168081260009,5.491615605771028,1.1956896412204607,14.375855794073392,72.2663669059,0.0293930493965337,0.22031383216381073,7.760726539580173,4.963371848529642,2.7257347106933536,0.7876683826752252,0.6031782758940295,0.5978947936389175,0.6053073244506564,0.5896132099913437
0,12.071646398252604,7.7314149442285425,1.3864433879615032,15.4744680827415,81.39963713281938,0.0197022765326441,-0.5907350778579712,10.27988692902455,2.142247819514153,2.102010192871094,0.4225170430008468,0.3598706544751022,0.3555815468962665,0.362402062429537,0.3540692681111079
1,8.799912066971261,4.3771766369897405,1.0693841690545811,7.33298704128408,79.18578401288842,0.0217600974139573,0.48666009306907654,6.854001917915946,2.5627537145266768,2.0078536987304703,0.5659895885224697,0.6576809513927812,0.6555170303170678,0.6586364323616082,0.6553013053971816
1,9.999969449818916,5.623955005959904,1.2083178886741326,16.86076244386139,72.30420229767775,0.014764439644125,-0.47448283433914185,8.208209980590858,1.1630377814853274,1.5271092224121128,0.3410333974093046,0.3882003178965641,0.38898159664233484,0.38872814685314483,0.4000968286283709
0,14.076815736352582,9.65610374172764,1.2619896026086996,16.86076244386139,81.85277346307716,0.0111115239996046,-0.19201186299324036,12.467377823918484,0.6583047633467707,1.1088955688476618,0.2868590166237525,0.43509670610510853,0.43138905414904055,0.43562845621623325,0.430673114196896
1,9.69834782603302,5.239908117418894,1.230658136371285,16.167615263301446,66.44970324723836,0.0281096316585441,1.0064749717712402,7.906588356804964,4.904866072603037,3.3995886230468684,0.7830122981635599,0.7893152415140634,0.7895032788343702,0.7884860798097006,0.7957375769817993
0,9.139083132983448,4.733830711134927,1.3950674689691265,5.990842527972779,72.48428915993117,0.0151301268793083,-0.7762402296066284,7.39121503551669,1.2378072254766246,1.620875549316407,0.3211706744443708,0.3501779657017001,0.3470956701540494,0.3535009459493175,0.34584231010596245
0,10.13276445647461,5.770934934502835,1.0765640254655748,8.370940449241285,81.99316441138859,0.0288140602870412,-0.011902892030775547,8.053322914794775,4.244544337864936,2.9970881652832,0.6211824748643755,0.4920760273257291,0.4896206937230913,0.49373495267419126,0.47293296717508004
1,10.16407234483869,5.757286446001573,1.322104786001422,12.948739438433243,75.40297565280405,0.0172228234817347,0.9046802520751953,8.55463443240459,1.8586432650488507,2.277993621826172,0.482006647393069,0.766815431085735,0.7661682973887102,0.7661250493742716,0.7739917161047963
