label,Clarity,NQC,RoBERTa,SMV,WIG,nSigma,ENet,L1,L2,LogReg
0,1.4861240453365256,0.0559317854346432,0.11212106049060822,0.3220059513364027,0.8158683395385747,0.200625880476698,0.512450311677446,0.5139215301897784,0.5146391382269373,0.5194753773576497
0,1.4506179371656638,0.0698506242291854,0.33114713430404663,0.3744113180995391,0.7079602241516122,0.2039638633842168,0.5654834375721437,0.5781516623925086,0.5790652503083212,0.5873665292401783
1,1.636704982133406,0.061452747153239,-0.2329034060239792,0.3982870324599457,0.9496301460266108,0.2103666197802582,0.4300752256990115,0.41333313654824744,0.41388038565229435,0.412987030536863
1,2.0623986821415814,0.1365896015631678,0.34834372997283936,2.900376326461161,2.76995195388794,0.5676830420872746,0.5851156145200181,0.6063336043458166,0.6016597491246365,0.5857939313419137
1,2.9332515196711477,0.315849296375926,-0.21557803452014923,14.462733139221571,6.368741817474364,0.923834381217396,0.46854306440049437,0.4645372347803772,0.45341589613058675,0.4138026110472907
0,2.8123235839641008,0.1185529645585239,-0.16108043491840363,1.5547388646570668,1.2638602828979493,0.44084278159241,0.45753593070810483,0.4459231671437847,0.4477968521909674,0.4568577874249906
1,1.7036589772373554,0.0813698796819704,0.6701072454452515,0.7668589537276695,1.2646980667114258,0.3096084127021723,0.647644099053246,0.6772559071751676,0.6752673382562764,0.6776299023339287
1,1.255062978896168,0.0686476951305387,0.32575082778930664,0.4404849807712439,1.0346604156494144,0.2001101925465621,0.5640255884118096,0.5770938868264025,0.5757784365002167,0.5743560147142268
0,2.659464475050357,0.0918420981910488,-0.5899838209152222,1.4506358749215955,1.541013050079345,0.4258279985689051,0.35666318193531266,0.3264691951879181,0.3276591662457772,0.32707595544652296
1,1.3210972455106913,0.0721991616223776,0.2900848090648651,0.5497674637401492,1.1627223205566402,0.2621467775264816,0.5580064771678402,0.5709980739798294,0.5706356612467884,0.5705840680130719
1,3.296654252230803,0.1319968346179279,-0.03164982050657272,1.7134296361330792,1.5519961357116694,0.4627944516917147,0.48991101842600027,0.4834801488289357,0.4812436370920127,0.48226347940541753
1,1.5505340510002756,0.0538583995575345,0.4329968988895416,0.4325946251908385,1.0097059822082517,0.2325388744895244,0.5901740978845271,0.6087075737556505,0.6076177168265465,0.6115192261847315
0,1.3537448123944742,0.0421088678570256,-0.9093238711357117,0.2482941466594722,0.7395526313781735,0.176172552721569,0.28037600842996546,0.24007753687105154,0.24373643053215227,0.24451171722069218
1,1.3230903700867092,0.0403269534671308,0.5452022552490234,0.1649697823321821,0.6306101226806636,0.1353882410502732,0.6122047165251131,0.6339694324541094,0.6332446953406143,0.6411296382105249
0,2.567775277947949,0.2156102228777216,-0.11456181854009628,9.722703627452612,5.302833766937254,1.0393750059772893,0.49468461035736977,0.5041326756957712,0.5019277971065115,0.48395462428925995
1,1.6459177673387224,0.0725026800801336,0.30553150177001953,0.979231007110446,1.5630701446533215,0.3498626528922539,0.5650614895267507,0.5804283517348748,0.5789452954197625,0.5764499964846513
0,1.517069956676693,0.0531657117023578,-0.11200885474681854,0.6783861155681707,1.188238086700439,0.2483374016366682,0.4601795738061638,0.45145259718443065,0.45176746213352537,0.4505486973407036
1,2.1466613224004893,0.0934064004730604,-0.4167756140232086,1.755691978418621,1.77164794921875,0.4190097825133227,0.3957168353122476,0.37426628717890525,0.3748974103800152,0.3704658646254509
0,1.3132313204622872,0.06587462125312,-0.00017845109687186778,0.3472692759398825,0.886306209564209,0.1863516235346186,0.48502593417808065,0.4805239106313787,0.48096091236824806,0.4808763210986496
1,2.0104973282906533,0.1121378742109684,-0.7040973901748657,1.776378652633997,2.0634686660766595,0.4712189847398443,0.33381657093095146,0.3026146775115202,0.3034432292044728,0.2924321961224146
0,1.2748859507074193,0.051695977464942,-0.7239300012588501,0.2592099929777072,0.7482679367065432,0.1535074747891945,0.3173533936079392,0.28104647691338475,0.28390999670449846,0.2829106796286768
0,1.987540778472012,0.0906409828955612,-0.6456642150878906,2.794164709840116,2.652817916870116,0.4178938793102948,0.34414184552493754,0.3140437820399208,0.3103786298997587,0.2884643363428374
0,1.192139661282814,0.0426826044822961,0.5352441072463989,0.1630724454754682,0.5841862297058108,0.1346074314753289,0.609946161596736,0.6316809381138969,0.6317498177650386,0.6408606400649995
0,1.111913743263416,0.0526012166506999,0.4301186501979828,0.2071202505183256,0.6709080314636228,0.1517015529541568,0.58641698861956,0.6039422159301534,0.6043305133012864,0.6111797554529096
0,2.6663521976552,0.1442609813412459,-1.0814952850341797,3.398127773317754,2.476284008026124,0.5558063571652004,0.26133226197983533,0.2200876007505068,0.2208962165763421,0.211447992299159
0,1.504510262179539,0.0727985962230111,-0.3171316385269165,0.414940752401288,0.9436401748657224,0.2277445807262183,0.41118390877779193,0.3912191717021359,0.3929288528211781,0.3922433561667463
1,1.576741218967985,0.0876086505149009,-0.2850639820098877,1.1270010826249472,1.5840681266784673,0.3753333655939988,0.4246982844507325,0.4103685067421456,0.411839880615397,0.4071481461376718
0,2.5211590573687737,0.0650848078836302,-0.316287100315094,0.69105360377002,1.1782360076904306,0.2939076393550404,0.4136912016712792,0.3921675583371241,0.39111906930105705,0.38993057183864244
0,1.8560016778978543,0.0985096094643837,0.13491901755332947,1.1445872562523347,1.5190340805053717,0.356617949360117,0.5251260408584322,0.5305120288793096,0.5292263295206114,0.5253585836119612
0,1.2455441526452633,0.0543633294419533,-0.11432798206806183,0.1656823704751581,0.6176668834686277,0.1439107233995951,0.4556067433735572,0.44430869415065766,0.44632941282366234,0.4507598260336009
1,1.3411224912276414,0.068767797897251,-0.07012874633073807,0.4222085493609552,0.9768921852111824,0.2297304260870105,0.46992061166106724,0.463044844788347,0.46436959347196866,0.4649542510416625
1,1.68318700385213,0.0884391044922115,0.25341957807540894,1.6234846871627544,1.932748031616212,0.424720128393426,0.5559463557648857,0.5706354904110713,0.5691345562125573,0.5638548069106025
0,1.43613022795218,0.0667506635209382,-0.23974227905273438,0.4038776639610233,0.8796202278137215,0.211837900281487,0.4286457037451876,0.4122673028479607,0.4141122970530257,0.4152680723015168
1,2.8834835282338123,0.0758657870983112,0.3086225390434265,0.837353770298899,1.1740160179138193,0.2537948551183233,0.5622017769965506,0.569590071776716,0.5636475005526687,0.5614960644567972
1,1.527410047243312,0.0555047168950999,0.9780197143554688,0.418893036569412,0.951306056976319,0.2446259642128342,0.709605632569971,0.7479391756645909,0.7462990949839284,0.7536201248546611
0,2.5789331137653497,0.0817164807210322,-0.10651463270187378,1.2686199023468905,1.4127800750732422,0.356176908620827,0.4664188783939451,0.45663639871316775,0.45517975836260166,0.4551822594868399
1,1.7339785147005586,0.0908571914792785,0.14784274995326996,0.809249445779993,1.2005183219909674,0.2998609762651117,0.5258328003781564,0.5306593064775506,0.5303259371634333,0.5304744744033543
1,2.078841034302388,0.1065002029396438,-0.15450549125671387,1.2642168172946862,1.5613080215454107,0.311845230016761,0.45381868572612255,0.4414391830951591,0.4385398072308331,0.42743800620411476
1,1.696286537630548,0.056288713329441,1.0048401355743408,0.8757163206756902,1.4877119445800782,0.3308542580721325,0.7176708350232803,0.7579966587138179,0.7549957985944495,0.7573483282390865
0,1.2094492317490697,0.03864169021547,-0.1098129004240036,0.1333921673386949,0.5768102073669428,0.1291279246225883,0.4557163541909101,0.4446979763131894,0.4469760155281224,0.45325997255260536
0,2.78678631004216,0.090742261843868,-0.3615369200706482,1.1291796154822966,1.2867978858947753,0.306754464173207,0.4042547206446492,0.3794183443617015,0.37729177273203957,0.37328536748604924
0,1.7924822131815012,0.0992039180632982,-0.3538462221622467,1.3935470424970788,1.8520600700378425,0.4173648048316183,0.41042053328655803,0.3930213983581058,0.39319899297662947,0.38365039861054195
